From,To,Total,pcu,Car,Light goods vehicle,Heavy goods vehicle,Bus,Motorcycle,Bicycle
2024-01-01T00:00:00+01:00,2024-01-01T00:15:00+01:00,11,12,10,0,0,1,0,0
2024-01-01T00:15:00+01:00,2024-01-01T00:30:00+01:00,31,32.4,28,0,0,2,1,0
2024-01-01T00:30:00+01:00,2024-01-01T00:45:00+01:00,35,35,35,0,0,0,0,0
2024-01-01T00:45:00+01:00,2024-01-01T01:00:00+01:00,29,29,28,1,0,0,0,0
2024-01-01T01:00:00+01:00,2024-01-01T01:15:00+01:00,32,31.4,31,0,0,0,1,0
2024-01-01T01:15:00+01:00,2024-01-01T01:30:00+01:00,36,36,35,1,0,0,0,0
2024-01-01T01:30:00+01:00,2024-01-01T01:45:00+01:00,18,19,17,0,0,1,0,0
2024-01-01T01:45:00+01:00,2024-01-01T02:00:00+01:00,21,21,21,0,0,0,0,0
2024-01-01T02:00:00+01:00,2024-01-01T02:15:00+01:00,31,31.4,28,1,0,1,1,0
2024-01-01T02:15:00+01:00,2024-01-01T02:30:00+01:00,21,22,20,0,0,1,0,0
2024-01-01T02:30:00+01:00,2024-01-01T02:45:00+01:00,23,23,23,0,0,0,0,0
2024-01-01T02:45:00+01:00,2024-01-01T03:00:00+01:00,21,22,20,0,0,1,0,0
2024-01-01T03:00:00+01:00,2024-01-01T03:15:00+01:00,19,19,17,2,0,0,0,0
2024-01-01T03:15:00+01:00,2024-01-01T03:30:00+01:00,22,22,21,1,0,0,0,0
2024-01-01T03:30:00+01:00,2024-01-01T03:45:00+01:00,29,29,27,2,0,0,0,0
2024-01-01T03:45:00+01:00,2024-01-01T04:00:00+01:00,15,16,13,1,0,1,0,0
2024-01-01T04:00:00+01:00,2024-01-01T04:15:00+01:00,14,14,13,1,0,0,0,0
2024-01-01T04:15:00+01:00,2024-01-01T04:30:00+01:00,15,15,14,1,0,0,0,0
2024-01-01T04:30:00+01:00,2024-01-01T04:45:00+01:00,7,8.3,6,0,1,0,0,0
2024-01-01T04:45:00+01:00,2024-01-01T05:00:00+01:00,14,14,14,0,0,0,0,0
2024-01-01T05:00:00+01:00,2024-01-01T05:15:00+01:00,11,13,9,0,0,2,0,0
2024-01-01T05:15:00+01:00,2024-01-01T05:30:00+01:00,18,17.4,17,0,0,0,1,0
2024-01-01T05:30:00+01:00,2024-01-01T05:45:00+01:00,19,19.7,17,0,1,0,1,0
2024-01-01T05:45:00+01:00,2024-01-01T06:00:00+01:00,20,20.4,15,3,0,1,1,0
2024-01-01T06:00:00+01:00,2024-01-01T06:15:00+01:00,21,22,20,0,0,1,0,0
2024-01-01T06:15:00+01:00,2024-01-01T06:30:00+01:00,32,31.6,26,0,0,2,4,0
2024-01-01T06:30:00+01:00,2024-01-01T06:45:00+01:00,34,38.6,30,0,2,2,0,0
2024-01-01T06:45:00+01:00,2024-01-01T07:00:00+01:00,37,39.8,30,1,0,4,2,0
2024-01-01T07:00:00+01:00,2024-01-01T07:15:00+01:00,52,52.4,45,5,0,1,1,0
2024-01-01T07:15:00+01:00,2024-01-01T07:30:00+01:00,36,38,33,1,0,2,0,0
2024-01-01T07:30:00+01:00,2024-01-01T07:45:00+01:00,33,33.2,23,5,0,2,3,0
2024-01-01T07:45:00+01:00,2024-01-01T08:00:00+01:00,51,53.8,36,4,0,6,4,1
2024-01-01T08:00:00+01:00,2024-01-01T08:15:00+01:00,64,65.8,54,5,0,3,2,0
2024-01-01T08:15:00+01:00,2024-01-01T08:30:00+01:00,77,78.1,60,5,1,4,7,0
2024-01-01T08:30:00+01:00,2024-01-01T08:45:00+01:00,83,83.1,70,5,1,2,4,1
2024-01-01T08:45:00+01:00,2024-01-01T09:00:00+01:00,69,67.4,54,2,0,4,8,1
2024-01-01T09:00:00+01:00,2024-01-01T09:15:00+01:00,73,70.2,59,4,0,2,8,0
2024-01-01T09:15:00+01:00,2024-01-01T09:30:00+01:00,88,87.5,72,4,1,3,8,0
2024-01-01T09:30:00+01:00,2024-01-01T09:45:00+01:00,102,98.3,88,2,1,1,10,0
2024-01-01T09:45:00+01:00,2024-01-01T10:00:00+01:00,118,114,91,7,0,5,15,0
2024-01-01T10:00:00+01:00,2024-01-01T10:15:00+01:00,124,122.6,112,2,0,3,6,1
2024-01-01T10:15:00+01:00,2024-01-01T10:30:00+01:00,101,102.8,92,4,0,3,2,0
2024-01-01T10:30:00+01:00,2024-01-01T10:45:00+01:00,143,140.4,124,4,0,4,11,0
2024-01-01T10:45:00+01:00,2024-01-01T11:00:00+01:00,126,122.4,107,5,0,3,11,0
2024-01-01T11:00:00+01:00,2024-01-01T11:15:00+01:00,122,119.6,105,8,0,2,6,1
2024-01-01T11:15:00+01:00,2024-01-01T11:30:00+01:00,121,121,110,3,0,3,5,0
2024-01-01T11:30:00+01:00,2024-01-01T11:45:00+01:00,126,129.6,113,3,0,6,4,0
2024-01-01T11:45:00+01:00,2024-01-01T12:00:00+01:00,94,96.2,83,4,0,4,3,0
2024-01-01T12:00:00+01:00,2024-01-01T12:15:00+01:00,103,101.6,93,3,0,2,3,2
2024-01-01T12:15:00+01:00,2024-01-01T12:30:00+01:00,118,114,97,9,0,2,10,0
2024-01-01T12:30:00+01:00,2024-01-01T12:45:00+01:00,118,114.8,107,3,0,1,7,0
2024-01-01T12:45:00+01:00,2024-01-01T13:00:00+01:00,120,115.2,110,2,0,0,8,0
2024-01-01T13:00:00+01:00,2024-01-01T13:15:00+01:00,117,117.1,112,2,1,0,2,0
2024-01-01T13:15:00+01:00,2024-01-01T13:30:00+01:00,99,97.2,91,5,0,0,3,0
2024-01-01T13:30:00+01:00,2024-01-01T13:45:00+01:00,93,92.8,87,3,0,1,2,0
2024-01-01T13:45:00+01:00,2024-01-01T14:00:00+01:00,99,95.4,88,5,0,0,6,0
2024-01-01T14:00:00+01:00,2024-01-01T14:15:00+01:00,85,84.8,79,3,0,1,2,0
2024-01-01T14:15:00+01:00,2024-01-01T14:30:00+01:00,85,84.4,79,5,0,0,1,0
2024-01-01T14:30:00+01:00,2024-01-01T14:45:00+01:00,91,86.8,77,5,0,1,6,2
2024-01-01T14:45:00+01:00,2024-01-01T15:00:00+01:00,95,91.4,86,3,0,0,6,0
2024-01-01T15:00:00+01:00,2024-01-01T15:15:00+01:00,101,98,86,2,0,3,10,0
2024-01-01T15:15:00+01:00,2024-01-01T15:30:00+01:00,103,101.2,97,3,0,0,3,0
2024-01-01T15:30:00+01:00,2024-01-01T15:45:00+01:00,81,79.2,75,3,0,0,3,0
2024-01-01T15:45:00+01:00,2024-01-01T16:00:00+01:00,85,83.2,76,6,0,0,3,0
2024-01-01T16:00:00+01:00,2024-01-01T16:15:00+01:00,87,86.2,79,4,0,1,3,0
2024-01-01T16:15:00+01:00,2024-01-01T16:30:00+01:00,66,66.7,63,1,1,0,1,0
2024-01-01T16:30:00+01:00,2024-01-01T16:45:00+01:00,69,69.8,62,3,0,2,2,0
2024-01-01T16:45:00+01:00,2024-01-01T17:00:00+01:00,70,69.8,65,2,0,1,2,0
2024-01-01T17:00:00+01:00,2024-01-01T17:15:00+01:00,66,68.6,56,0,2,3,5,0
2024-01-01T17:15:00+01:00,2024-01-01T17:30:00+01:00,53,53.4,50,1,0,1,1,0
2024-01-01T17:30:00+01:00,2024-01-01T17:45:00+01:00,73,73.6,64,2,0,3,4,0
2024-01-01T17:45:00+01:00,2024-01-01T18:00:00+01:00,50,53.4,44,1,0,4,1,0
2024-01-01T18:00:00+01:00,2024-01-01T18:15:00+01:00,52,53.7,49,0,1,1,1,0
2024-01-01T18:15:00+01:00,2024-01-01T18:30:00+01:00,42,44.7,37,1,1,2,1,0
2024-01-01T18:30:00+01:00,2024-01-01T18:45:00+01:00,41,41.4,37,2,0,1,1,0
2024-01-01T18:45:00+01:00,2024-01-01T19:00:00+01:00,41,42.2,35,0,0,3,3,0
2024-01-01T19:00:00+01:00,2024-01-01T19:15:00+01:00,54,56.4,50,0,0,3,1,0
2024-01-01T19:15:00+01:00,2024-01-01T19:30:00+01:00,24,26,21,1,0,2,0,0
2024-01-01T19:30:00+01:00,2024-01-01T19:45:00+01:00,28,27.8,25,0,0,1,2,0
2024-01-01T19:45:00+01:00,2024-01-01T20:00:00+01:00,39,42.4,32,2,0,4,1,0
2024-01-01T20:00:00+01:00,2024-01-01T20:15:00+01:00,23,23.4,21,0,0,1,1,0
2024-01-01T20:15:00+01:00,2024-01-01T20:30:00+01:00,32,34.8,26,0,0,4,2,0
2024-01-01T20:30:00+01:00,2024-01-01T20:45:00+01:00,39,40.8,34,0,0,3,2,0
2024-01-01T20:45:00+01:00,2024-01-01T21:00:00+01:00,30,36.6,17,0,0,9,4,0
2024-01-01T21:00:00+01:00,2024-01-01T21:15:00+01:00,28,31.7,22,1,1,3,1,0
2024-01-01T21:15:00+01:00,2024-01-01T21:30:00+01:00,26,26.4,23,1,0,1,1,0
2024-01-01T21:30:00+01:00,2024-01-01T21:45:00+01:00,29,29.8,25,0,0,2,2,0
2024-01-01T21:45:00+01:00,2024-01-01T22:00:00+01:00,21,22,20,0,0,1,0,0
2024-01-01T22:00:00+01:00,2024-01-01T22:15:00+01:00,20,19.8,17,0,0,1,2,0
2024-01-01T22:15:00+01:00,2024-01-01T22:30:00+01:00,22,22,22,0,0,0,0,0
2024-01-01T22:30:00+01:00,2024-01-01T22:45:00+01:00,10,9.4,9,0,0,0,1,0
2024-01-01T22:45:00+01:00,2024-01-01T23:00:00+01:00,14,14,14,0,0,0,0,0
2024-01-01T23:00:00+01:00,2024-01-01T23:15:00+01:00,20,19.2,16,0,0,1,3,0
2024-01-01T23:15:00+01:00,2024-01-01T23:30:00+01:00,14,12.8,12,0,0,0,2,0
2024-01-01T23:30:00+01:00,2024-01-01T23:45:00+01:00,9,10,8,0,0,1,0,0
2024-01-01T23:45:00+01:00,2024-01-02T00:00:00+01:00,10,11.3,9,0,1,0,0,0
2024-01-02T00:00:00+01:00,2024-01-02T00:15:00+01:00,13,12.4,12,0,0,0,1,0
2024-01-02T00:15:00+01:00,2024-01-02T00:30:00+01:00,13,13,13,0,0,0,0,0
2024-01-02T00:30:00+01:00,2024-01-02T00:45:00+01:00,5,5,5,0,0,0,0,0
2024-01-02T00:45:00+01:00,2024-01-02T01:00:00+01:00,5,5,5,0,0,0,0,0
2024-01-02T01:00:00+01:00,2024-01-02T01:15:00+01:00,2,2,2,0,0,0,0,0
2024-01-02T01:15:00+01:00,2024-01-02T01:30:00+01:00,2,2,1,1,0,0,0,0
2024-01-02T01:30:00+01:00,2024-01-02T01:45:00+01:00,4,4,2,2,0,0,0,0
2024-01-02T01:45:00+01:00,2024-01-02T02:00:00+01:00,4,4,4,0,0,0,0,0
2024-01-02T02:00:00+01:00,2024-01-02T02:15:00+01:00,3,3,3,0,0,0,0,0
2024-01-02T02:15:00+01:00,2024-01-02T02:30:00+01:00,4,4,4,0,0,0,0,0
2024-01-02T02:30:00+01:00,2024-01-02T02:45:00+01:00,0,0,0,0,0,0,0,0
2024-01-02T02:45:00+01:00,2024-01-02T03:00:00+01:00,4,4,4,0,0,0,0,0
2024-01-02T03:00:00+01:00,2024-01-02T03:15:00+01:00,7,7.7,4,1,1,0,1,0
2024-01-02T03:15:00+01:00,2024-01-02T03:30:00+01:00,4,4,4,0,0,0,0,0
2024-01-02T03:30:00+01:00,2024-01-02T03:45:00+01:00,8,8,7,1,0,0,0,0
2024-01-02T03:45:00+01:00,2024-01-02T04:00:00+01:00,8,9.3,4,3,1,0,0,0
2024-01-02T04:00:00+01:00,2024-01-02T04:15:00+01:00,5,5,5,0,0,0,0,0
2024-01-02T04:15:00+01:00,2024-01-02T04:30:00+01:00,13,12.4,9,3,0,0,1,0
2024-01-02T04:30:00+01:00,2024-01-02T04:45:00+01:00,12,12,10,2,0,0,0,0
2024-01-02T04:45:00+01:00,2024-01-02T05:00:00+01:00,13,13,13,0,0,0,0,0
2024-01-02T05:00:00+01:00,2024-01-02T05:15:00+01:00,15,16,13,1,0,1,0,0
2024-01-02T05:15:00+01:00,2024-01-02T05:30:00+01:00,21,24.6,14,4,2,1,0,0
2024-01-02T05:30:00+01:00,2024-01-02T05:45:00+01:00,22,22.7,18,2,1,0,1,0
2024-01-02T05:45:00+01:00,2024-01-02T06:00:00+01:00,38,37.2,31,3,0,1,3,0
2024-01-02T06:00:00+01:00,2024-01-02T06:15:00+01:00,31,31.4,27,2,0,1,1,0
2024-01-02T06:15:00+01:00,2024-01-02T06:30:00+01:00,59,63.6,51,4,2,2,0,0
2024-01-02T06:30:00+01:00,2024-01-02T06:45:00+01:00,49,49.4,41,6,0,1,1,0
2024-01-02T06:45:00+01:00,2024-01-02T07:00:00+01:00,63,67.6,52,7,2,2,0,0
2024-01-02T07:00:00+01:00,2024-01-02T07:15:00+01:00,70,76.4,57,4,2,5,2,0
2024-01-02T07:15:00+01:00,2024-01-02T07:30:00+01:00,69,73.1,53,9,1,4,2,0
2024-01-02T07:30:00+01:00,2024-01-02T07:45:00+01:00,66,68.9,53,6,3,1,2,1
2024-01-02T07:45:00+01:00,2024-01-02T08:00:00+01:00,77,81.8,57,11,2,4,3,0
2024-01-02T08:00:00+01:00,2024-01-02T08:15:00+01:00,62,61.4,55,6,0,0,1,0
2024-01-02T08:15:00+01:00,2024-01-02T08:30:00+01:00,97,107.7,68,13,5,7,2,2
2024-01-02T08:30:00+01:00,2024-01-02T08:45:00+01:00,103,104.2,79,18,0,3,3,0
2024-01-02T08:45:00+01:00,2024-01-02T09:00:00+01:00,94,99.8,76,9,0,7,2,0
2024-01-02T09:00:00+01:00,2024-01-02T09:15:00+01:00,108,110.8,89,8,0,6,4,1
2024-01-02T09:15:00+01:00,2024-01-02T09:30:00+01:00,96,98.9,76,11,1,4,4,0
2024-01-02T09:30:00+01:00,2024-01-02T09:45:00+01:00,96,95.8,84,9,0,1,2,0
2024-01-02T09:45:00+01:00,2024-01-02T10:00:00+01:00,91,93.8,79,6,0,4,2,0
2024-01-02T10:00:00+01:00,2024-01-02T10:15:00+01:00,104,108.6,83,9,2,5,5,0
2024-01-02T10:15:00+01:00,2024-01-02T10:30:00+01:00,90,94.8,78,2,4,2,4,0
2024-01-02T10:30:00+01:00,2024-01-02T10:45:00+01:00,101,104.4,90,6,0,4,1,0
2024-01-02T10:45:00+01:00,2024-01-02T11:00:00+01:00,97,94.8,80,11,0,1,4,1
2024-01-02T11:00:00+01:00,2024-01-02T11:15:00+01:00,107,109.8,93,8,0,4,2,0
2024-01-02T11:15:00+01:00,2024-01-02T11:30:00+01:00,98,98.3,84,9,1,1,2,1
2024-01-02T11:30:00+01:00,2024-01-02T11:45:00+01:00,104,108,95,5,0,4,0,0
2024-01-02T11:45:00+01:00,2024-01-02T12:00:00+01:00,101,101.6,82,11,2,1,5,0
2024-01-02T12:00:00+01:00,2024-01-02T12:15:00+01:00,60,63.3,53,4,1,2,0,0
2024-01-02T12:15:00+01:00,2024-01-02T12:30:00+01:00,73,71.4,62,3,0,2,6,0
2024-01-02T12:30:00+01:00,2024-01-02T12:45:00+01:00,98,101.2,76,8,2,5,6,1
2024-01-02T12:45:00+01:00,2024-01-02T13:00:00+01:00,81,78.1,69,4,1,0,7,0
2024-01-02T13:00:00+01:00,2024-01-02T13:15:00+01:00,74,76.2,57,10,0,4,3,0
2024-01-02T13:15:00+01:00,2024-01-02T13:30:00+01:00,55,56.8,45,5,0,3,2,0
2024-01-02T13:30:00+01:00,2024-01-02T13:45:00+01:00,51,57.3,40,4,3,3,1,0
2024-01-02T13:45:00+01:00,2024-01-02T14:00:00+01:00,71,70.8,65,3,0,1,2,0
2024-01-02T14:00:00+01:00,2024-01-02T14:15:00+01:00,71,75.4,57,8,0,5,1,0
2024-01-02T14:15:00+01:00,2024-01-02T14:30:00+01:00,72,76.4,60,5,2,3,2,0
2024-01-02T14:30:00+01:00,2024-01-02T14:45:00+01:00,72,78.3,49,9,1,8,5,0
2024-01-02T14:45:00+01:00,2024-01-02T15:00:00+01:00,75,77.2,55,12,2,2,4,0
2024-01-02T15:00:00+01:00,2024-01-02T15:15:00+01:00,61,63.4,47,9,2,1,2,0
2024-01-02T15:15:00+01:00,2024-01-02T15:30:00+01:00,74,74.6,54,13,0,3,4,0
2024-01-02T15:30:00+01:00,2024-01-02T15:45:00+01:00,77,78.9,58,11,1,3,4,0
2024-01-02T15:45:00+01:00,2024-01-02T16:00:00+01:00,63,66.1,49,8,1,3,2,0
2024-01-02T16:00:00+01:00,2024-01-02T16:15:00+01:00,66,69.5,48,10,1,4,3,0
2024-01-02T16:15:00+01:00,2024-01-02T16:30:00+01:00,67,68.6,47,12,0,4,4,0
2024-01-02T16:30:00+01:00,2024-01-02T16:45:00+01:00,53,56.3,42,8,1,2,0,0
2024-01-02T16:45:00+01:00,2024-01-02T17:00:00+01:00,86,88.5,73,6,1,3,3,0
2024-01-02T17:00:00+01:00,2024-01-02T17:15:00+01:00,65,69,56,5,0,4,0,0
2024-01-02T17:15:00+01:00,2024-01-02T17:30:00+01:00,72,77.4,59,6,0,6,1,0
2024-01-02T17:30:00+01:00,2024-01-02T17:45:00+01:00,39,42,35,1,0,3,0,0
2024-01-02T17:45:00+01:00,2024-01-02T18:00:00+01:00,62,67.1,52,2,1,5,2,0
2024-01-02T18:00:00+01:00,2024-01-02T18:15:00+01:00,46,50,38,4,0,4,0,0
2024-01-02T18:15:00+01:00,2024-01-02T18:30:00+01:00,59,61.4,55,0,0,3,1,0
2024-01-02T18:30:00+01:00,2024-01-02T18:45:00+01:00,47,50.4,40,2,0,4,1,0
2024-01-02T18:45:00+01:00,2024-01-02T19:00:00+01:00,38,39.8,33,0,0,3,2,0
2024-01-02T19:00:00+01:00,2024-01-02T19:15:00+01:00,44,45.8,38,1,0,3,2,0
2024-01-02T19:15:00+01:00,2024-01-02T19:30:00+01:00,41,41.2,35,1,0,2,3,0
2024-01-02T19:30:00+01:00,2024-01-02T19:45:00+01:00,35,39.4,28,0,2,3,2,0
2024-01-02T19:45:00+01:00,2024-01-02T20:00:00+01:00,32,36.4,26,0,0,5,1,0
2024-01-02T20:00:00+01:00,2024-01-02T20:15:00+01:00,32,33.4,29,0,0,2,1,0
2024-01-02T20:15:00+01:00,2024-01-02T20:30:00+01:00,28,30,24,2,0,2,0,0
2024-01-02T20:30:00+01:00,2024-01-02T20:45:00+01:00,43,46.2,35,0,0,5,3,0
2024-01-02T20:45:00+01:00,2024-01-02T21:00:00+01:00,41,44.2,32,1,0,5,3,0
2024-01-02T21:00:00+01:00,2024-01-02T21:15:00+01:00,20,21,19,0,0,1,0,0
2024-01-02T21:15:00+01:00,2024-01-02T21:30:00+01:00,29,34,23,1,0,5,0,0
2024-01-02T21:30:00+01:00,2024-01-02T21:45:00+01:00,27,29,25,0,0,2,0,0
2024-01-02T21:45:00+01:00,2024-01-02T22:00:00+01:00,14,17.4,9,0,0,4,1,0
2024-01-02T22:00:00+01:00,2024-01-02T22:15:00+01:00,23,24,21,1,0,1,0,0
2024-01-02T22:15:00+01:00,2024-01-02T22:30:00+01:00,19,26.3,12,0,1,6,0,0
2024-01-02T22:30:00+01:00,2024-01-02T22:45:00+01:00,22,23.7,18,1,1,1,1,0
2024-01-02T22:45:00+01:00,2024-01-02T23:00:00+01:00,20,23,15,2,0,3,0,0
2024-01-02T23:00:00+01:00,2024-01-02T23:15:00+01:00,12,14,8,2,0,2,0,0
2024-01-02T23:15:00+01:00,2024-01-02T23:30:00+01:00,13,13,13,0,0,0,0,0
2024-01-02T23:30:00+01:00,2024-01-02T23:45:00+01:00,11,15.4,5,0,0,5,1,0
2024-01-02T23:45:00+01:00,2024-01-03T00:00:00+01:00,11,12,10,0,0,1,0,0
2024-01-03T00:00:00+01:00,2024-01-03T00:15:00+01:00,9,11.3,7,0,1,1,0,0
2024-01-03T00:15:00+01:00,2024-01-03T00:30:00+01:00,16,17,13,2,0,1,0,0
2024-01-03T00:30:00+01:00,2024-01-03T00:45:00+01:00,14,14,11,3,0,0,0,0
2024-01-03T00:45:00+01:00,2024-01-03T01:00:00+01:00,3,3,3,0,0,0,0,0
2024-01-03T01:00:00+01:00,2024-01-03T01:15:00+01:00,8,8,8,0,0,0,0,0
2024-01-03T01:15:00+01:00,2024-01-03T01:30:00+01:00,6,6,5,1,0,0,0,0
2024-01-03T01:30:00+01:00,2024-01-03T01:45:00+01:00,2,2,2,0,0,0,0,0
2024-01-03T01:45:00+01:00,2024-01-03T02:00:00+01:00,5,5,5,0,0,0,0,0
2024-01-03T02:00:00+01:00,2024-01-03T02:15:00+01:00,4,4,3,1,0,0,0,0
2024-01-03T02:15:00+01:00,2024-01-03T02:30:00+01:00,2,2,2,0,0,0,0,0
2024-01-03T02:30:00+01:00,2024-01-03T02:45:00+01:00,2,2,2,0,0,0,0,0
2024-01-03T02:45:00+01:00,2024-01-03T03:00:00+01:00,5,6,3,1,0,1,0,0
2024-01-03T03:00:00+01:00,2024-01-03T03:15:00+01:00,5,6.3,4,0,1,0,0,0
2024-01-03T03:15:00+01:00,2024-01-03T03:30:00+01:00,8,7.4,4,3,0,0,1,0
2024-01-03T03:30:00+01:00,2024-01-03T03:45:00+01:00,9,9,7,2,0,0,0,0
2024-01-03T03:45:00+01:00,2024-01-03T04:00:00+01:00,11,12,6,4,0,1,0,0
2024-01-03T04:00:00+01:00,2024-01-03T04:15:00+01:00,13,14.3,8,4,1,0,0,0
2024-01-03T04:15:00+01:00,2024-01-03T04:30:00+01:00,20,23.6,9,8,2,1,0,0
2024-01-03T04:30:00+01:00,2024-01-03T04:45:00+01:00,19,19.7,9,8,1,0,1,0
2024-01-03T04:45:00+01:00,2024-01-03T05:00:00+01:00,11,11,6,5,0,0,0,0
2024-01-03T05:00:00+01:00,2024-01-03T05:15:00+01:00,22,24.3,13,7,1,1,0,0
2024-01-03T05:15:00+01:00,2024-01-03T05:30:00+01:00,24,28.6,19,1,2,2,0,0
2024-01-03T05:30:00+01:00,2024-01-03T05:45:00+01:00,31,30.4,28,2,0,0,1,0
2024-01-03T05:45:00+01:00,2024-01-03T06:00:00+01:00,37,37.4,30,5,0,1,1,0
2024-01-03T06:00:00+01:00,2024-01-03T06:15:00+01:00,28,29,27,0,0,1,0,0
2024-01-03T06:15:00+01:00,2024-01-03T06:30:00+01:00,53,55,44,7,0,2,0,0
2024-01-03T06:30:00+01:00,2024-01-03T06:45:00+01:00,59,58.4,52,6,0,0,1,0
2024-01-03T06:45:00+01:00,2024-01-03T07:00:00+01:00,73,76.5,57,10,3,1,1,1
2024-01-03T07:00:00+01:00,2024-01-03T07:15:00+01:00,65,68.7,56,4,1,3,1,0
2024-01-03T07:15:00+01:00,2024-01-03T07:30:00+01:00,70,74.4,51,12,2,3,2,0
2024-01-03T07:30:00+01:00,2024-01-03T07:45:00+01:00,53,58.3,35,13,1,4,0,0
2024-01-03T07:45:00+01:00,2024-01-03T08:00:00+01:00,82,90.8,56,15,4,5,1,1
2024-01-03T08:00:00+01:00,2024-01-03T08:15:00+01:00,85,88.4,62,18,0,4,1,0
2024-01-03T08:15:00+01:00,2024-01-03T08:30:00+01:00,121,133.8,83,20,4,10,4,0
2024-01-03T08:30:00+01:00,2024-01-03T08:45:00+01:00,128,138.5,102,13,3,8,1,1
2024-01-03T08:45:00+01:00,2024-01-03T09:00:00+01:00,114,115.4,90,13,0,5,6,0
2024-01-03T09:00:00+01:00,2024-01-03T09:15:00+01:00,101,109.3,74,18,3,5,1,0
2024-01-03T09:15:00+01:00,2024-01-03T09:30:00+01:00,118,119.5,93,14,1,4,5,1
2024-01-03T09:30:00+01:00,2024-01-03T09:45:00+01:00,126,133.3,111,7,3,4,1,0
2024-01-03T09:45:00+01:00,2024-01-03T10:00:00+01:00,141,143.8,111,16,0,7,7,0
2024-01-03T10:00:00+01:00,2024-01-03T10:15:00+01:00,153,159.1,132,11,3,4,3,0
2024-01-03T10:15:00+01:00,2024-01-03T10:30:00+01:00,115,115.8,98,13,0,2,2,0
2024-01-03T10:30:00+01:00,2024-01-03T10:45:00+01:00,115,122.5,86,16,3,6,4,0
2024-01-03T10:45:00+01:00,2024-01-03T11:00:00+01:00,131,134.9,105,16,1,5,4,0
2024-01-03T11:00:00+01:00,2024-01-03T11:15:00+01:00,88,92.8,72,7,2,4,3,0
2024-01-03T11:15:00+01:00,2024-01-03T11:30:00+01:00,119,122.4,100,13,2,2,2,0
2024-01-03T11:30:00+01:00,2024-01-03T11:45:00+01:00,132,139.3,104,12,3,7,6,0
2024-01-03T11:45:00+01:00,2024-01-03T12:00:00+01:00,110,114.1,92,10,3,2,3,0
2024-01-03T12:00:00+01:00,2024-01-03T12:15:00+01:00,82,84.8,68,7,2,2,3,0
2024-01-03T12:15:00+01:00,2024-01-03T12:30:00+01:00,101,107.7,79,13,3,4,2,0
2024-01-03T12:30:00+01:00,2024-01-03T12:45:00+01:00,92,94.9,72,11,1,4,4,0
2024-01-03T12:45:00+01:00,2024-01-03T13:00:00+01:00,113,117.8,88,16,2,4,3,0
2024-01-03T13:00:00+01:00,2024-01-03T13:15:00+01:00,76,76.7,55,6,1,5,8,1
2024-01-03T13:15:00+01:00,2024-01-03T13:30:00+01:00,81,86.7,59,14,3,3,2,0
2024-01-03T13:30:00+01:00,2024-01-03T13:45:00+01:00,103,115.2,78,14,4,7,0,0
2024-01-03T13:45:00+01:00,2024-01-03T14:00:00+01:00,100,103,72,16,2,4,6,0
2024-01-03T14:00:00+01:00,2024-01-03T14:15:00+01:00,94,96.7,72,10,1,5,6,0
2024-01-03T14:15:00+01:00,2024-01-03T14:30:00+01:00,103,110,81,14,2,5,1,0
2024-01-03T14:30:00+01:00,2024-01-03T14:45:00+01:00,92,95.8,71,14,0,5,2,0
2024-01-03T14:45:00+01:00,2024-01-03T15:00:00+01:00,83,84.5,60,17,1,2,3,0
2024-01-03T15:00:00+01:00,2024-01-03T15:15:00+01:00,98,102.7,83,9,1,4,1,0
2024-01-03T15:15:00+01:00,2024-01-03T15:30:00+01:00,93,99.3,69,17,3,3,1,0
2024-01-03T15:30:00+01:00,2024-01-03T15:45:00+01:00,102,104,81,11,0,5,5,0
2024-01-03T15:45:00+01:00,2024-01-03T16:00:00+01:00,95,100.8,75,9,4,3,4,0
2024-01-03T16:00:00+01:00,2024-01-03T16:15:00+01:00,116,118.6,90,17,0,5,4,0
2024-01-03T16:15:00+01:00,2024-01-03T16:30:00+01:00,50,49,38,5,0,2,5,0
2024-01-03T16:30:00+01:00,2024-01-03T16:45:00+01:00,82,84,64,15,2,0,1,0
2024-01-03T16:45:00+01:00,2024-01-03T17:00:00+01:00,103,108.4,83,13,0,6,1,0
2024-01-03T17:00:00+01:00,2024-01-03T17:15:00+01:00,104,111.1,87,7,1,7,2,0
2024-01-03T17:15:00+01:00,2024-01-03T17:30:00+01:00,79,81.8,70,3,0,4,2,0
2024-01-03T17:30:00+01:00,2024-01-03T17:45:00+01:00,81,86.4,69,4,2,4,2,0
2024-01-03T17:45:00+01:00,2024-01-03T18:00:00+01:00,76,78.8,69,1,0,4,2,0
2024-01-03T18:00:00+01:00,2024-01-03T18:15:00+01:00,66,72,56,4,0,6,0,0
2024-01-03T18:15:00+01:00,2024-01-03T18:30:00+01:00,85,88.6,74,1,0,6,4,0
2024-01-03T18:30:00+01:00,2024-01-03T18:45:00+01:00,65,67.6,55,1,0,5,4,0
2024-01-03T18:45:00+01:00,2024-01-03T19:00:00+01:00,63,63.8,58,1,0,2,2,0
2024-01-03T19:00:00+01:00,2024-01-03T19:15:00+01:00,47,48.2,40,1,0,3,3,0
2024-01-03T19:15:00+01:00,2024-01-03T19:30:00+01:00,52,59.1,42,0,1,7,2,0
2024-01-03T19:30:00+01:00,2024-01-03T19:45:00+01:00,42,46.4,36,0,0,5,1,0
