,From,,To,Total,Total Per Hour,pcu,Car,Light goods vehicle,Heavy goods vehicle,Bus,Motorcycle,Bicycle
96,01/09/2023,00:00:00+02:00,2023-09-01T00:15:00+02:00,8,,9,7,0,0,1,0,0
96,01/09/2023,00:15:00+02:00,2023-09-01T00:30:00+02:00,9,,9,9,0,0,0,0,0
96,01/09/2023,00:30:00+02:00,2023-09-01T00:45:00+02:00,15,,16.7,11,1,1,1,1,0
96,01/09/2023,00:45:00+02:00,2023-09-01T01:00:00+02:00,5,37,6,3,1,0,1,0,0
96,01/09/2023,01:00:00+02:00,2023-09-01T01:15:00+02:00,8,,8,7,1,0,0,0,0
96,01/09/2023,01:15:00+02:00,2023-09-01T01:30:00+02:00,10,,10,10,0,0,0,0,0
96,01/09/2023,01:30:00+02:00,2023-09-01T01:45:00+02:00,6,,6,5,1,0,0,0,0
96,01/09/2023,01:45:00+02:00,2023-09-01T02:00:00+02:00,8,32,8,8,0,0,0,0,0
96,01/09/2023,02:00:00+02:00,2023-09-01T02:15:00+02:00,11,,12.3,9,1,1,0,0,0
96,01/09/2023,02:15:00+02:00,2023-09-01T02:30:00+02:00,6,,6,6,0,0,0,0,0
96,01/09/2023,02:30:00+02:00,2023-09-01T02:45:00+02:00,3,,3,3,0,0,0,0,0
96,01/09/2023,02:45:00+02:00,2023-09-01T03:00:00+02:00,8,28,8,5,3,0,0,0,0
96,01/09/2023,03:00:00+02:00,2023-09-01T03:15:00+02:00,6,,6,6,0,0,0,0,0
96,01/09/2023,03:15:00+02:00,2023-09-01T03:30:00+02:00,10,,10,8,2,0,0,0,0
96,01/09/2023,03:30:00+02:00,2023-09-01T03:45:00+02:00,7,,7,7,0,0,0,0,0
96,01/09/2023,03:45:00+02:00,2023-09-01T04:00:00+02:00,8,31,9.3,7,0,1,0,0,0
96,01/09/2023,04:00:00+02:00,2023-09-01T04:15:00+02:00,6,,7.3,4,1,1,0,0,0
96,01/09/2023,04:15:00+02:00,2023-09-01T04:30:00+02:00,14,,17.9,10,1,3,0,0,0
96,01/09/2023,04:30:00+02:00,2023-09-01T04:45:00+02:00,14,,15.3,11,2,1,0,0,0
96,01/09/2023,04:45:00+02:00,2023-09-01T05:00:00+02:00,16,50,18.6,12,2,2,0,0,0
96,01/09/2023,05:00:00+02:00,2023-09-01T05:15:00+02:00,24,,29.2,19,1,4,0,0,0
96,01/09/2023,05:15:00+02:00,2023-09-01T05:30:00+02:00,26,,29.9,19,4,3,0,0,0
96,01/09/2023,05:30:00+02:00,2023-09-01T05:45:00+02:00,36,,36,31,5,0,0,0,0
96,01/09/2023,05:45:00+02:00,2023-09-01T06:00:00+02:00,40,126,42,30,8,0,2,0,0
96,01/09/2023,06:00:00+02:00,2023-09-01T06:15:00+02:00,43,,44,34,8,0,1,0,0
96,01/09/2023,06:15:00+02:00,2023-09-01T06:30:00+02:00,65,,69.6,46,15,2,2,0,0
96,01/09/2023,06:30:00+02:00,2023-09-01T06:45:00+02:00,41,,42.1,25,12,1,1,2,0
96,01/09/2023,06:45:00+02:00,2023-09-01T07:00:00+02:00,79,228,87,48,20,6,2,3,0
96,01/09/2023,07:00:00+02:00,2023-09-01T07:15:00+02:00,24,,26.3,15,7,1,1,0,0
96,01/09/2023,07:15:00+02:00,2023-09-01T07:30:00+02:00,38,,42.6,26,7,4,0,1,0
96,01/09/2023,07:30:00+02:00,2023-09-01T07:45:00+02:00,83,,87.7,63,13,3,2,2,0
96,01/09/2023,07:45:00+02:00,2023-09-01T08:00:00+02:00,59,204,65.6,43,10,2,4,0,0
96,01/09/2023,08:00:00+02:00,2023-09-01T08:15:00+02:00,47,,49,28,16,2,0,1,0
96,01/09/2023,08:15:00+02:00,2023-09-01T08:30:00+02:00,87,,92.4,66,13,2,4,2,0
96,01/09/2023,08:30:00+02:00,2023-09-01T08:45:00+02:00,45,,49.7,28,10,3,2,2,0
96,01/09/2023,08:45:00+02:00,2023-09-01T09:00:00+02:00,67,246,65.8,47,18,0,0,2,0
96,01/09/2023,09:00:00+02:00,2023-09-01T09:15:00+02:00,52,,55.3,39,10,1,2,0,0
96,01/09/2023,09:15:00+02:00,2023-09-01T09:30:00+02:00,53,,56.7,31,17,1,3,1,0
96,01/09/2023,09:30:00+02:00,2023-09-01T09:45:00+02:00,59,,59.7,41,16,1,0,1,0
96,01/09/2023,09:45:00+02:00,2023-09-01T10:00:00+02:00,84,248,85.5,68,10,1,2,3,0
96,01/09/2023,10:00:00+02:00,2023-09-01T10:15:00+02:00,53,,54.3,45,7,1,0,0,0
96,01/09/2023,10:15:00+02:00,2023-09-01T10:30:00+02:00,70,,70.9,51,12,1,2,4,0
96,01/09/2023,10:30:00+02:00,2023-09-01T10:45:00+02:00,55,,56.2,45,3,2,1,4,0
96,01/09/2023,10:45:00+02:00,2023-09-01T11:00:00+02:00,44,222,44.6,30,7,0,3,4,0
96,01/09/2023,11:00:00+02:00,2023-09-01T11:15:00+02:00,47,,51.2,28,9,2,4,4,0
96,01/09/2023,11:15:00+02:00,2023-09-01T11:30:00+02:00,65,,69.4,51,7,2,3,2,0
96,01/09/2023,11:30:00+02:00,2023-09-01T11:45:00+02:00,49,,49.4,43,4,0,1,1,0
96,01/09/2023,11:45:00+02:00,2023-09-01T12:00:00+02:00,73,234,72.3,64,5,1,0,2,1
96,01/09/2023,12:00:00+02:00,2023-09-01T12:15:00+02:00,33,,34.1,24,5,1,1,2,0
96,01/09/2023,12:15:00+02:00,2023-09-01T12:30:00+02:00,61,,61.5,49,7,1,1,3,0
96,01/09/2023,12:30:00+02:00,2023-09-01T12:45:00+02:00,54,,56.5,41,5,3,1,4,0
96,01/09/2023,12:45:00+02:00,2023-09-01T13:00:00+02:00,60,208,60.4,48,10,0,1,1,0
96,01/09/2023,13:00:00+02:00,2023-09-01T13:15:00+02:00,40,,39.8,30,7,0,1,2,0
96,01/09/2023,13:15:00+02:00,2023-09-01T13:30:00+02:00,74,,76.8,54,13,2,2,3,0
96,01/09/2023,13:30:00+02:00,2023-09-01T13:45:00+02:00,54,,56.4,44,6,0,3,1,0
96,01/09/2023,13:45:00+02:00,2023-09-01T14:00:00+02:00,35,203,33.8,28,5,0,0,2,0
96,01/09/2023,14:00:00+02:00,2023-09-01T14:15:00+02:00,40,,43.9,31,6,3,0,0,0
96,01/09/2023,14:15:00+02:00,2023-09-01T14:30:00+02:00,48,,49.3,32,7,1,3,5,0
96,01/09/2023,14:30:00+02:00,2023-09-01T14:45:00+02:00,41,,43,33,5,2,0,1,0
96,01/09/2023,14:45:00+02:00,2023-09-01T15:00:00+02:00,43,172,47.4,30,6,2,3,2,0
96,01/09/2023,15:00:00+02:00,2023-09-01T15:15:00+02:00,28,,26.2,20,5,0,0,3,0
96,01/09/2023,15:15:00+02:00,2023-09-01T15:30:00+02:00,52,,54,41,9,0,2,0,0
96,01/09/2023,15:30:00+02:00,2023-09-01T15:45:00+02:00,66,,67.2,41,19,0,3,3,0
96,01/09/2023,15:45:00+02:00,2023-09-01T16:00:00+02:00,52,198,54.1,37,10,1,2,2,0
96,01/09/2023,16:00:00+02:00,2023-09-01T16:15:00+02:00,50,,52.1,32,13,1,2,2,0
96,01/09/2023,16:15:00+02:00,2023-09-01T16:30:00+02:00,54,,55.7,37,14,1,1,1,0
96,01/09/2023,16:30:00+02:00,2023-09-01T16:45:00+02:00,42,,42.7,30,10,1,0,1,0
96,01/09/2023,16:45:00+02:00,2023-09-01T17:00:00+02:00,37,183,38.3,27,9,1,0,0,0
96,01/09/2023,17:00:00+02:00,2023-09-01T17:15:00+02:00,36,,34.8,23,11,0,0,2,0
96,01/09/2023,17:15:00+02:00,2023-09-01T17:30:00+02:00,39,,38.4,29,9,0,0,1,0
96,01/09/2023,17:30:00+02:00,2023-09-01T17:45:00+02:00,80,,80.8,58,18,0,2,2,0
96,01/09/2023,17:45:00+02:00,2023-09-01T18:00:00+02:00,56,211,54.8,37,17,0,0,2,0
96,01/09/2023,18:00:00+02:00,2023-09-01T18:15:00+02:00,39,,40.4,28,8,0,2,1,0
96,01/09/2023,18:15:00+02:00,2023-09-01T18:30:00+02:00,29,,29.6,19,6,0,2,1,1
96,01/09/2023,18:30:00+02:00,2023-09-01T18:45:00+02:00,54,,52.2,45,6,0,0,3,0
96,01/09/2023,18:45:00+02:00,2023-09-01T19:00:00+02:00,66,188,72,49,11,0,6,0,0
96,01/09/2023,19:00:00+02:00,2023-09-01T19:15:00+02:00,25,,25.4,18,5,0,1,1,0
96,01/09/2023,19:15:00+02:00,2023-09-01T19:30:00+02:00,65,,65.4,54,9,0,1,1,0
96,01/09/2023,19:30:00+02:00,2023-09-01T19:45:00+02:00,67,,67.8,59,4,0,2,2,0
96,01/09/2023,19:45:00+02:00,2023-09-01T20:00:00+02:00,68,225,68.4,60,6,0,1,1,0
96,01/09/2023,20:00:00+02:00,2023-09-01T20:15:00+02:00,63,,63.8,56,3,0,2,2,0
96,01/09/2023,20:15:00+02:00,2023-09-01T20:30:00+02:00,43,,42.4,41,1,0,0,1,0
96,01/09/2023,20:30:00+02:00,2023-09-01T20:45:00+02:00,69,,73.6,64,1,2,2,0,0
96,01/09/2023,20:45:00+02:00,2023-09-01T21:00:00+02:00,60,235,59.8,51,6,0,1,2,0
96,01/09/2023,21:00:00+02:00,2023-09-01T21:15:00+02:00,64,,69,58,0,2,3,1,0
96,01/09/2023,21:15:00+02:00,2023-09-01T21:30:00+02:00,54,,55.8,45,4,0,3,2,0
96,01/09/2023,21:30:00+02:00,2023-09-01T21:45:00+02:00,48,,49.8,42,1,0,3,2,0
96,01/09/2023,21:45:00+02:00,2023-09-01T22:00:00+02:00,43,209,46.8,34,2,0,5,2,0
96,01/09/2023,22:00:00+02:00,2023-09-01T22:15:00+02:00,40,,42.4,34,2,0,3,1,0
96,01/09/2023,22:15:00+02:00,2023-09-01T22:30:00+02:00,43,,45.8,37,0,0,4,2,0
96,01/09/2023,22:30:00+02:00,2023-09-01T22:45:00+02:00,35,,38.3,32,0,1,2,0,0
96,01/09/2023,22:45:00+02:00,2023-09-01T23:00:00+02:00,43,161,45.7,37,2,1,2,1,0
96,01/09/2023,23:00:00+02:00,2023-09-01T23:15:00+02:00,52,,59.3,42,3,1,6,0,0
96,01/09/2023,23:15:00+02:00,2023-09-01T23:30:00+02:00,32,,35.3,26,3,1,2,0,0
96,01/09/2023,23:30:00+02:00,2023-09-01T23:45:00+02:00,52,,52.7,47,3,1,0,1,0
96,01/09/2023,23:45:00+02:00,2023-09-02T00:00:00+02:00,19,155,20,17,1,0,1,0,0
96,02/09/2023,00:00:00+02:00,2023-09-02T00:15:00+02:00,25,,25,22,3,0,0,0,0
96,02/09/2023,00:15:00+02:00,2023-09-02T00:30:00+02:00,37,,39,34,1,0,2,0,0
96,02/09/2023,00:30:00+02:00,2023-09-02T00:45:00+02:00,38,,40.3,35,1,1,1,0,0
96,02/09/2023,00:45:00+02:00,2023-09-02T01:00:00+02:00,33,133,36.3,30,0,1,2,0,0
96,02/09/2023,01:00:00+02:00,2023-09-02T01:15:00+02:00,22,,22,19,3,0,0,0,0
96,02/09/2023,01:15:00+02:00,2023-09-02T01:30:00+02:00,18,,19,16,1,0,1,0,0
96,02/09/2023,01:30:00+02:00,2023-09-02T01:45:00+02:00,15,,15,14,1,0,0,0,0
96,02/09/2023,01:45:00+02:00,2023-09-02T02:00:00+02:00,10,65,11,9,0,0,1,0,0
96,02/09/2023,02:00:00+02:00,2023-09-02T02:15:00+02:00,16,,16,15,1,0,0,0,0
96,02/09/2023,02:15:00+02:00,2023-09-02T02:30:00+02:00,14,,16,12,0,0,2,0,0
96,02/09/2023,02:30:00+02:00,2023-09-02T02:45:00+02:00,13,,13,12,1,0,0,0,0
96,02/09/2023,02:45:00+02:00,2023-09-02T03:00:00+02:00,7,50,8,4,2,0,1,0,0
96,02/09/2023,03:00:00+02:00,2023-09-02T03:15:00+02:00,6,,6,5,1,0,0,0,0
96,02/09/2023,03:15:00+02:00,2023-09-02T03:30:00+02:00,9,,10,6,2,0,1,0,0
96,02/09/2023,03:30:00+02:00,2023-09-02T03:45:00+02:00,13,,14.3,11,1,1,0,0,0
96,02/09/2023,03:45:00+02:00,2023-09-02T04:00:00+02:00,5,33,6,4,0,0,1,0,0
96,02/09/2023,04:00:00+02:00,2023-09-02T04:15:00+02:00,5,,5,5,0,0,0,0,0
96,02/09/2023,04:15:00+02:00,2023-09-02T04:30:00+02:00,5,,5,4,1,0,0,0,0
96,02/09/2023,04:30:00+02:00,2023-09-02T04:45:00+02:00,11,,11,10,1,0,0,0,0
96,02/09/2023,04:45:00+02:00,2023-09-02T05:00:00+02:00,12,33,12,10,2,0,0,0,0
96,02/09/2023,05:00:00+02:00,2023-09-02T05:15:00+02:00,18,,19,13,4,0,1,0,0
96,02/09/2023,05:15:00+02:00,2023-09-02T05:30:00+02:00,34,,37.6,28,3,2,1,0,0
96,02/09/2023,05:30:00+02:00,2023-09-02T05:45:00+02:00,17,,17,14,3,0,0,0,0
96,02/09/2023,05:45:00+02:00,2023-09-02T06:00:00+02:00,29,98,31.3,21,6,1,1,0,0
96,02/09/2023,06:00:00+02:00,2023-09-02T06:15:00+02:00,38,,42.6,28,6,2,2,0,0
96,02/09/2023,06:15:00+02:00,2023-09-02T06:30:00+02:00,63,,65,47,14,0,2,0,0
96,02/09/2023,06:30:00+02:00,2023-09-02T06:45:00+02:00,43,,43.8,30,9,0,2,2,0
96,02/09/2023,06:45:00+02:00,2023-09-02T07:00:00+02:00,72,216,73.2,49,17,0,3,3,0
96,02/09/2023,07:00:00+02:00,2023-09-02T07:15:00+02:00,79,,82.6,54,22,2,1,0,0
96,02/09/2023,07:15:00+02:00,2023-09-02T07:30:00+02:00,27,,27.1,16,8,1,0,2,0
96,02/09/2023,07:30:00+02:00,2023-09-02T07:45:00+02:00,61,,67.3,46,9,1,5,0,0
96,02/09/2023,07:45:00+02:00,2023-09-02T08:00:00+02:00,55,222,56.7,44,8,1,1,1,0
96,02/09/2023,08:00:00+02:00,2023-09-02T08:15:00+02:00,35,,36.4,26,6,0,2,1,0
96,02/09/2023,08:15:00+02:00,2023-09-02T08:30:00+02:00,49,,54.3,36,7,3,2,1,0
96,02/09/2023,08:30:00+02:00,2023-09-02T08:45:00+02:00,105,,110.5,76,19,1,6,3,0
96,02/09/2023,08:45:00+02:00,2023-09-02T09:00:00+02:00,48,237,48.7,37,9,1,0,1,0
96,02/09/2023,09:00:00+02:00,2023-09-02T09:15:00+02:00,35,,37.3,26,7,1,1,0,0
96,02/09/2023,09:15:00+02:00,2023-09-02T09:30:00+02:00,56,,58.3,48,6,1,1,0,0
96,02/09/2023,09:30:00+02:00,2023-09-02T09:45:00+02:00,44,,42.8,37,5,0,0,2,0
96,02/09/2023,09:45:00+02:00,2023-09-02T10:00:00+02:00,34,169,34,27,7,0,0,0,0
96,02/09/2023,10:00:00+02:00,2023-09-02T10:15:00+02:00,54,,55.7,41,10,1,1,1,0
96,02/09/2023,10:15:00+02:00,2023-09-02T10:30:00+02:00,27,,27,25,2,0,0,0,0
96,02/09/2023,10:30:00+02:00,2023-09-02T10:45:00+02:00,34,,35.4,28,3,0,2,1,0
96,02/09/2023,10:45:00+02:00,2023-09-02T11:00:00+02:00,50,165,51.7,42,5,1,1,1,0
96,02/09/2023,11:00:00+02:00,2023-09-02T11:15:00+02:00,75,,75.6,62,6,0,3,4,0
96,02/09/2023,11:15:00+02:00,2023-09-02T11:30:00+02:00,57,,54.6,48,5,0,0,4,0
96,02/09/2023,11:30:00+02:00,2023-09-02T11:45:00+02:00,32,,32.2,25,2,0,2,3,0
96,02/09/2023,11:45:00+02:00,2023-09-02T12:00:00+02:00,53,217,55.7,45,4,1,2,1,0
96,02/09/2023,12:00:00+02:00,2023-09-02T12:15:00+02:00,38,,38.2,28,5,0,2,3,0
96,02/09/2023,12:15:00+02:00,2023-09-02T12:30:00+02:00,48,,49.4,38,7,0,2,1,0
96,02/09/2023,12:30:00+02:00,2023-09-02T12:45:00+02:00,39,,38.2,31,4,0,1,3,0
96,02/09/2023,12:45:00+02:00,2023-09-02T13:00:00+02:00,38,163,38.7,29,7,1,0,1,0
96,02/09/2023,13:00:00+02:00,2023-09-02T13:15:00+02:00,45,,46.8,35,4,2,1,3,0
96,02/09/2023,13:15:00+02:00,2023-09-02T13:30:00+02:00,49,,49.6,33,9,0,3,4,0
96,02/09/2023,13:30:00+02:00,2023-09-02T13:45:00+02:00,28,,30,25,1,0,2,0,0
96,02/09/2023,13:45:00+02:00,2023-09-02T14:00:00+02:00,29,151,29,27,2,0,0,0,0
96,02/09/2023,14:00:00+02:00,2023-09-02T14:15:00+02:00,51,,50.2,43,4,0,1,3,0
96,02/09/2023,14:15:00+02:00,2023-09-02T14:30:00+02:00,32,,31.4,28,3,0,0,1,0
96,02/09/2023,14:30:00+02:00,2023-09-02T14:45:00+02:00,29,,31.4,22,2,2,1,2,0
96,02/09/2023,14:45:00+02:00,2023-09-02T15:00:00+02:00,46,158,47.2,34,6,0,3,3,0
96,02/09/2023,15:00:00+02:00,2023-09-02T15:15:00+02:00,24,,23.4,19,4,0,0,1,0
96,02/09/2023,15:15:00+02:00,2023-09-02T15:30:00+02:00,34,,35,26,7,0,1,0,0
96,02/09/2023,15:30:00+02:00,2023-09-02T15:45:00+02:00,61,,58.6,43,14,0,0,4,0
96,02/09/2023,15:45:00+02:00,2023-09-02T16:00:00+02:00,54,173,54.8,38,12,0,2,2,0
96,02/09/2023,16:00:00+02:00,2023-09-02T16:15:00+02:00,39,,40,31,7,0,1,0,0
96,02/09/2023,16:15:00+02:00,2023-09-02T16:30:00+02:00,29,,28.4,24,4,0,0,1,0
96,02/09/2023,16:30:00+02:00,2023-09-02T16:45:00+02:00,20,,19.8,16,1,0,1,2,0
96,02/09/2023,16:45:00+02:00,2023-09-02T17:00:00+02:00,35,123,36.4,21,11,0,2,1,0
96,02/09/2023,17:00:00+02:00,2023-09-02T17:15:00+02:00,25,,24.4,18,6,0,0,1,0
96,02/09/2023,17:15:00+02:00,2023-09-02T17:30:00+02:00,37,,37.4,29,6,0,1,1,0
96,02/09/2023,17:30:00+02:00,2023-09-02T17:45:00+02:00,26,,26.4,18,6,0,1,1,0
96,02/09/2023,17:45:00+02:00,2023-09-02T18:00:00+02:00,34,122,32.2,26,5,0,0,3,0
96,02/09/2023,18:00:00+02:00,2023-09-02T18:15:00+02:00,21,,22,15,5,0,1,0,0
96,02/09/2023,18:15:00+02:00,2023-09-02T18:30:00+02:00,29,,28.4,26,2,0,0,1,0
96,02/09/2023,18:30:00+02:00,2023-09-02T18:45:00+02:00,30,,31,26,3,0,1,0,0
96,02/09/2023,18:45:00+02:00,2023-09-02T19:00:00+02:00,58,138,57.2,45,9,0,1,3,0
96,02/09/2023,19:00:00+02:00,2023-09-02T19:15:00+02:00,38,,35.6,28,6,0,0,4,0
96,02/09/2023,19:15:00+02:00,2023-09-02T19:30:00+02:00,50,,47.4,41,2,0,1,6,0
96,02/09/2023,19:30:00+02:00,2023-09-02T19:45:00+02:00,28,,29,23,4,0,1,0,0
96,02/09/2023,19:45:00+02:00,2023-09-02T20:00:00+02:00,46,162,47.4,42,1,0,2,1,0
96,02/09/2023,20:00:00+02:00,2023-09-02T20:15:00+02:00,35,,39.3,28,3,1,3,0,0
96,02/09/2023,20:15:00+02:00,2023-09-02T20:30:00+02:00,25,,25,24,1,0,0,0,0
96,02/09/2023,20:30:00+02:00,2023-09-02T20:45:00+02:00,58,,63.3,49,4,1,4,0,0
96,02/09/2023,20:45:00+02:00,2023-09-02T21:00:00+02:00,44,162,46,42,0,0,2,0,0
96,02/09/2023,21:00:00+02:00,2023-09-02T21:15:00+02:00,54,,59.5,46,1,1,5,0,1
96,02/09/2023,21:15:00+02:00,2023-09-02T21:30:00+02:00,37,,40.4,31,1,0,4,1,0
96,02/09/2023,21:30:00+02:00,2023-09-02T21:45:00+02:00,24,,23.4,21,2,0,0,1,0
96,02/09/2023,21:45:00+02:00,2023-09-02T22:00:00+02:00,15,130,16,13,1,0,1,0,0
96,02/09/2023,22:00:00+02:00,2023-09-02T22:15:00+02:00,47,,50,44,0,0,3,0,0
96,02/09/2023,22:15:00+02:00,2023-09-02T22:30:00+02:00,27,,27.4,24,1,0,1,1,0
96,02/09/2023,22:30:00+02:00,2023-09-02T22:45:00+02:00,16,,17,14,1,0,1,0,0
96,02/09/2023,22:45:00+02:00,2023-09-02T23:00:00+02:00,37,127,37,35,2,0,0,0,0
96,02/09/2023,23:00:00+02:00,2023-09-02T23:15:00+02:00,38,,40,36,0,0,2,0,0
96,02/09/2023,23:15:00+02:00,2023-09-02T23:30:00+02:00,38,,41,33,2,0,3,0,0
96,02/09/2023,23:30:00+02:00,2023-09-02T23:45:00+02:00,23,,24,21,1,0,1,0,0
96,02/09/2023,23:45:00+02:00,2023-09-03T00:00:00+02:00,25,124,28,22,0,0,3,0,0
96,03/09/2023,00:00:00+02:00,2023-09-03T00:15:00+02:00,22,,22,22,0,0,0,0,0
96,03/09/2023,00:15:00+02:00,2023-09-03T00:30:00+02:00,45,,46,44,0,0,1,0,0
96,03/09/2023,00:30:00+02:00,2023-09-03T00:45:00+02:00,33,,35,26,5,0,2,0,0
96,03/09/2023,00:45:00+02:00,2023-09-03T01:00:00+02:00,26,126,26,24,2,0,0,0,0
96,03/09/2023,01:00:00+02:00,2023-09-03T01:15:00+02:00,18,,18,16,2,0,0,0,0
96,03/09/2023,01:15:00+02:00,2023-09-03T01:30:00+02:00,23,,24.3,21,1,1,0,0,0
96,03/09/2023,01:30:00+02:00,2023-09-03T01:45:00+02:00,15,,17,13,0,0,2,0,0
96,03/09/2023,01:45:00+02:00,2023-09-03T02:00:00+02:00,18,74,19,17,0,0,1,0,0
96,03/09/2023,02:00:00+02:00,2023-09-03T02:15:00+02:00,13,,14.3,12,0,1,0,0,0
96,03/09/2023,02:15:00+02:00,2023-09-03T02:30:00+02:00,5,,6,3,1,0,1,0,0
96,03/09/2023,02:30:00+02:00,2023-09-03T02:45:00+02:00,10,,10,8,2,0,0,0,0
96,03/09/2023,02:45:00+02:00,2023-09-03T03:00:00+02:00,8,36,9,6,1,0,1,0,0
96,03/09/2023,03:00:00+02:00,2023-09-03T03:15:00+02:00,7,,7,5,2,0,0,0,0
96,03/09/2023,03:15:00+02:00,2023-09-03T03:30:00+02:00,16,,17,14,1,0,1,0,0
96,03/09/2023,03:30:00+02:00,2023-09-03T03:45:00+02:00,7,,7,6,1,0,0,0,0
96,03/09/2023,03:45:00+02:00,2023-09-03T04:00:00+02:00,12,42,13,11,0,0,1,0,0
96,03/09/2023,04:00:00+02:00,2023-09-03T04:15:00+02:00,10,,11,9,0,0,1,0,0
96,03/09/2023,04:15:00+02:00,2023-09-03T04:30:00+02:00,15,,16.3,12,2,1,0,0,0
96,03/09/2023,04:30:00+02:00,2023-09-03T04:45:00+02:00,18,,18,13,5,0,0,0,0
96,03/09/2023,04:45:00+02:00,2023-09-03T05:00:00+02:00,8,51,8,6,2,0,0,0,0
96,03/09/2023,05:00:00+02:00,2023-09-03T05:15:00+02:00,14,,15.3,10,3,1,0,0,0
96,03/09/2023,05:15:00+02:00,2023-09-03T05:30:00+02:00,23,,24.7,17,3,1,1,1,0
96,03/09/2023,05:30:00+02:00,2023-09-03T05:45:00+02:00,19,,19,18,1,0,0,0,0
96,03/09/2023,05:45:00+02:00,2023-09-03T06:00:00+02:00,26,82,27,22,3,0,1,0,0
96,03/09/2023,06:00:00+02:00,2023-09-03T06:15:00+02:00,29,,32,20,6,0,3,0,0
96,03/09/2023,06:15:00+02:00,2023-09-03T06:30:00+02:00,41,,43.1,32,4,1,2,2,0
96,03/09/2023,06:30:00+02:00,2023-09-03T06:45:00+02:00,53,,50.8,38,6,0,2,7,0
96,03/09/2023,06:45:00+02:00,2023-09-03T07:00:00+02:00,65,188,64.5,45,11,1,2,5,1
96,03/09/2023,07:00:00+02:00,2023-09-03T07:15:00+02:00,89,,91.6,66,14,2,3,1,3
96,03/09/2023,07:15:00+02:00,2023-09-03T07:30:00+02:00,31,,29.6,21,5,0,1,4,0
96,03/09/2023,07:30:00+02:00,2023-09-03T07:45:00+02:00,40,,42.4,29,7,0,3,1,0
96,03/09/2023,07:45:00+02:00,2023-09-03T08:00:00+02:00,37,197,32.7,21,6,1,0,8,1
96,03/09/2023,08:00:00+02:00,2023-09-03T08:15:00+02:00,33,,33.4,23,8,0,1,1,0
96,03/09/2023,08:15:00+02:00,2023-09-03T08:30:00+02:00,40,,37,28,5,0,1,4,2
96,03/09/2023,08:30:00+02:00,2023-09-03T08:45:00+02:00,50,,49.7,38,3,1,2,6,0
96,03/09/2023,08:45:00+02:00,2023-09-03T09:00:00+02:00,63,186,57.6,48,6,0,0,9,0
96,03/09/2023,09:00:00+02:00,2023-09-03T09:15:00+02:00,36,,34.9,24,7,1,0,4,0
96,03/09/2023,09:15:00+02:00,2023-09-03T09:30:00+02:00,60,,58.7,48,4,1,1,6,0
96,03/09/2023,09:30:00+02:00,2023-09-03T09:45:00+02:00,42,,42,39,3,0,0,0,0
96,03/09/2023,09:45:00+02:00,2023-09-03T10:00:00+02:00,45,183,43.6,32,8,0,1,4,0
96,03/09/2023,10:00:00+02:00,2023-09-03T10:15:00+02:00,51,,48.4,41,3,0,1,6,0
96,03/09/2023,10:15:00+02:00,2023-09-03T10:30:00+02:00,33,,33,29,4,0,0,0,0
96,03/09/2023,10:30:00+02:00,2023-09-03T10:45:00+02:00,48,,48.2,41,2,0,2,3,0
96,03/09/2023,10:45:00+02:00,2023-09-03T11:00:00+02:00,45,177,46,43,1,0,1,0,0
96,03/09/2023,11:00:00+02:00,2023-09-03T11:15:00+02:00,26,,29,20,3,0,3,0,0
96,03/09/2023,11:15:00+02:00,2023-09-03T11:30:00+02:00,43,,41.8,36,5,0,0,2,0
96,03/09/2023,11:30:00+02:00,2023-09-03T11:45:00+02:00,26,,26.8,18,4,0,2,2,0
96,03/09/2023,11:45:00+02:00,2023-09-03T12:00:00+02:00,41,136,41.1,35,3,1,0,2,0
96,03/09/2023,12:00:00+02:00,2023-09-03T12:15:00+02:00,38,,37.2,33,1,0,1,3,0
96,03/09/2023,12:15:00+02:00,2023-09-03T12:30:00+02:00,47,,47.7,43,2,1,0,1,0
96,03/09/2023,12:30:00+02:00,2023-09-03T12:45:00+02:00,47,,45.6,37,5,0,1,4,0
96,03/09/2023,12:45:00+02:00,2023-09-03T13:00:00+02:00,40,172,38.2,35,2,0,0,3,0
96,03/09/2023,13:00:00+02:00,2023-09-03T13:15:00+02:00,38,,37.8,30,5,0,1,2,0
96,03/09/2023,13:15:00+02:00,2023-09-03T13:30:00+02:00,35,,35.8,30,1,0,2,2,0
96,03/09/2023,13:30:00+02:00,2023-09-03T13:45:00+02:00,30,,29.4,26,3,0,0,1,0
96,03/09/2023,13:45:00+02:00,2023-09-03T14:00:00+02:00,38,141,38.4,30,6,0,1,1,0
96,03/09/2023,14:00:00+02:00,2023-09-03T14:15:00+02:00,11,,12,9,1,0,1,0,0
96,03/09/2023,14:15:00+02:00,2023-09-03T14:30:00+02:00,29,,30.4,20,6,0,2,1,0
96,03/09/2023,14:30:00+02:00,2023-09-03T14:45:00+02:00,30,,29.2,21,5,0,1,3,0
96,03/09/2023,14:45:00+02:00,2023-09-03T15:00:00+02:00,28,98,26.2,23,2,0,0,3,0
96,03/09/2023,15:00:00+02:00,2023-09-03T15:15:00+02:00,25,,25.4,22,1,0,1,1,0
96,03/09/2023,15:15:00+02:00,2023-09-03T15:30:00+02:00,33,,34,27,5,0,1,0,0
96,03/09/2023,15:30:00+02:00,2023-09-03T15:45:00+02:00,25,,23.8,19,4,0,0,2,0
