FromDate,FromTime,ToDate,ToTime,Total,Total Per Hour,pcu
01/09/2023,00:00,01/09/2023,00:15,8,,9
01/09/2023,00:15,01/09/2023,00:30,9,,9
01/09/2023,00:30,01/09/2023,00:45,15,,16.7
01/09/2023,00:45,01/09/2023,01:00,5,37,6
01/09/2023,01:00,01/09/2023,01:15,8,,8
01/09/2023,01:15,01/09/2023,01:30,10,,10
01/09/2023,01:30,01/09/2023,01:45,6,,6
01/09/2023,01:45,01/09/2023,02:00,8,32,8
01/09/2023,02:00,01/09/2023,02:15,11,,12.3
01/09/2023,02:15,01/09/2023,02:30,6,,6
01/09/2023,02:30,01/09/2023,02:45,3,,3
01/09/2023,02:45,01/09/2023,03:00,8,28,8
01/09/2023,03:00,01/09/2023,03:15,6,,6
01/09/2023,03:15,01/09/2023,03:30,10,,10
01/09/2023,03:30,01/09/2023,03:45,7,,7
01/09/2023,03:45,01/09/2023,04:00,8,31,9.3
01/09/2023,04:00,01/09/2023,04:15,6,,7.3
01/09/2023,04:15,01/09/2023,04:30,14,,17.9
01/09/2023,04:30,01/09/2023,04:45,14,,15.3
01/09/2023,04:45,01/09/2023,05:00,16,50,18.6
01/09/2023,05:00,01/09/2023,05:15,24,,29.2
01/09/2023,05:15,01/09/2023,05:30,26,,29.9
01/09/2023,05:30,01/09/2023,05:45,36,,36
01/09/2023,05:45,01/09/2023,06:00,40,126,42
01/09/2023,06:00,01/09/2023,06:15,43,,44
01/09/2023,06:15,01/09/2023,06:30,65,,69.6
01/09/2023,06:30,01/09/2023,06:45,41,,42.1
01/09/2023,06:45,01/09/2023,07:00,79,228,87
01/09/2023,07:00,01/09/2023,07:15,24,,26.3
01/09/2023,07:15,01/09/2023,07:30,38,,42.6
01/09/2023,07:30,01/09/2023,07:45,83,,87.7
01/09/2023,07:45,01/09/2023,08:00,59,204,65.6
01/09/2023,08:00,01/09/2023,08:15,47,,49
01/09/2023,08:15,01/09/2023,08:30,87,,92.4
01/09/2023,08:30,01/09/2023,08:45,45,,49.7
01/09/2023,08:45,01/09/2023,09:00,67,246,65.8
01/09/2023,09:00,01/09/2023,09:15,52,,55.3
01/09/2023,09:15,01/09/2023,09:30,53,,56.7
01/09/2023,09:30,01/09/2023,09:45,59,,59.7
01/09/2023,09:45,01/09/2023,10:00,84,248,85.5
01/09/2023,10:00,01/09/2023,10:15,53,,54.3
01/09/2023,10:15,01/09/2023,10:30,70,,70.9
01/09/2023,10:30,01/09/2023,10:45,55,,56.2
01/09/2023,10:45,01/09/2023,11:00,44,222,44.6
01/09/2023,11:00,01/09/2023,11:15,47,,51.2
01/09/2023,11:15,01/09/2023,11:30,65,,69.4
01/09/2023,11:30,01/09/2023,11:45,49,,49.4
01/09/2023,11:45,01/09/2023,12:00,73,234,72.3
01/09/2023,12:00,01/09/2023,12:15,33,,34.1
01/09/2023,12:15,01/09/2023,12:30,61,,61.5
01/09/2023,12:30,01/09/2023,12:45,54,,56.5
01/09/2023,12:45,01/09/2023,13:00,60,208,60.4
01/09/2023,13:00,01/09/2023,13:15,40,,39.8
01/09/2023,13:15,01/09/2023,13:30,74,,76.8
01/09/2023,13:30,01/09/2023,13:45,54,,56.4
01/09/2023,13:45,01/09/2023,14:00,35,203,33.8
01/09/2023,14:00,01/09/2023,14:15,40,,43.9
01/09/2023,14:15,01/09/2023,14:30,48,,49.3
01/09/2023,14:30,01/09/2023,14:45,41,,43
01/09/2023,14:45,01/09/2023,15:00,43,172,47.4
01/09/2023,15:00,01/09/2023,15:15,28,,26.2
01/09/2023,15:15,01/09/2023,15:30,52,,54
01/09/2023,15:30,01/09/2023,15:45,66,,67.2
01/09/2023,15:45,01/09/2023,16:00,52,198,54.1
01/09/2023,16:00,01/09/2023,16:15,50,,52.1
01/09/2023,16:15,01/09/2023,16:30,54,,55.7
01/09/2023,16:30,01/09/2023,16:45,42,,42.7
01/09/2023,16:45,01/09/2023,17:00,37,183,38.3
01/09/2023,17:00,01/09/2023,17:15,36,,34.8
01/09/2023,17:15,01/09/2023,17:30,39,,38.4
01/09/2023,17:30,01/09/2023,17:45,80,,80.8
01/09/2023,17:45,01/09/2023,18:00,56,211,54.8
01/09/2023,18:00,01/09/2023,18:15,39,,40.4
01/09/2023,18:15,01/09/2023,18:30,29,,29.6
01/09/2023,18:30,01/09/2023,18:45,54,,52.2
01/09/2023,18:45,01/09/2023,19:00,66,188,72
01/09/2023,19:00,01/09/2023,19:15,25,,25.4
01/09/2023,19:15,01/09/2023,19:30,65,,65.4
01/09/2023,19:30,01/09/2023,19:45,67,,67.8
01/09/2023,19:45,01/09/2023,20:00,68,225,68.4
01/09/2023,20:00,01/09/2023,20:15,63,,63.8
01/09/2023,20:15,01/09/2023,20:30,43,,42.4
01/09/2023,20:30,01/09/2023,20:45,69,,73.6
01/09/2023,20:45,01/09/2023,21:00,60,235,59.8
01/09/2023,21:00,01/09/2023,21:15,64,,69
01/09/2023,21:15,01/09/2023,21:30,54,,55.8
01/09/2023,21:30,01/09/2023,21:45,48,,49.8
01/09/2023,21:45,01/09/2023,22:00,43,209,46.8
01/09/2023,22:00,01/09/2023,22:15,40,,42.4
01/09/2023,22:15,01/09/2023,22:30,43,,45.8
01/09/2023,22:30,01/09/2023,22:45,35,,38.3
01/09/2023,22:45,01/09/2023,23:00,43,161,45.7
01/09/2023,23:00,01/09/2023,23:15,52,,59.3
01/09/2023,23:15,01/09/2023,23:30,32,,35.3
01/09/2023,23:30,01/09/2023,23:45,52,,52.7
01/09/2023,23:45,02/09/2023,00:00,19,155,20
02/09/2023,00:00,02/09/2023,00:15,25,,25
02/09/2023,00:15,02/09/2023,00:30,37,,39
02/09/2023,00:30,02/09/2023,00:45,38,,40.3
02/09/2023,00:45,02/09/2023,01:00,33,133,36.3
02/09/2023,01:00,02/09/2023,01:15,22,,22
02/09/2023,01:15,02/09/2023,01:30,18,,19
02/09/2023,01:30,02/09/2023,01:45,15,,15
02/09/2023,01:45,02/09/2023,02:00,10,65,11
02/09/2023,02:00,02/09/2023,02:15,16,,16
02/09/2023,02:15,02/09/2023,02:30,14,,16
02/09/2023,02:30,02/09/2023,02:45,13,,13
02/09/2023,02:45,02/09/2023,03:00,7,50,8
02/09/2023,03:00,02/09/2023,03:15,6,,6
02/09/2023,03:15,02/09/2023,03:30,9,,10
02/09/2023,03:30,02/09/2023,03:45,13,,14.3
02/09/2023,03:45,02/09/2023,04:00,5,33,6
02/09/2023,04:00,02/09/2023,04:15,5,,5
02/09/2023,04:15,02/09/2023,04:30,5,,5
02/09/2023,04:30,02/09/2023,04:45,11,,11
02/09/2023,04:45,02/09/2023,05:00,12,33,12
02/09/2023,05:00,02/09/2023,05:15,18,,19
02/09/2023,05:15,02/09/2023,05:30,34,,37.6
02/09/2023,05:30,02/09/2023,05:45,17,,17
02/09/2023,05:45,02/09/2023,06:00,29,98,31.3
02/09/2023,06:00,02/09/2023,06:15,38,,42.6
02/09/2023,06:15,02/09/2023,06:30,63,,65
02/09/2023,06:30,02/09/2023,06:45,43,,43.8
02/09/2023,06:45,02/09/2023,07:00,72,216,73.2
02/09/2023,07:00,02/09/2023,07:15,79,,82.6
02/09/2023,07:15,02/09/2023,07:30,27,,27.1
02/09/2023,07:30,02/09/2023,07:45,61,,67.3
02/09/2023,07:45,02/09/2023,08:00,55,222,56.7
02/09/2023,08:00,02/09/2023,08:15,35,,36.4
02/09/2023,08:15,02/09/2023,08:30,49,,54.3
02/09/2023,08:30,02/09/2023,08:45,105,,110.5
02/09/2023,08:45,02/09/2023,09:00,48,237,48.7
02/09/2023,09:00,02/09/2023,09:15,35,,37.3
02/09/2023,09:15,02/09/2023,09:30,56,,58.3
02/09/2023,09:30,02/09/2023,09:45,44,,42.8
02/09/2023,09:45,02/09/2023,10:00,34,169,34
02/09/2023,10:00,02/09/2023,10:15,54,,55.7
02/09/2023,10:15,02/09/2023,10:30,27,,27
02/09/2023,10:30,02/09/2023,10:45,34,,35.4
02/09/2023,10:45,02/09/2023,11:00,50,165,51.7
02/09/2023,11:00,02/09/2023,11:15,75,,75.6
02/09/2023,11:15,02/09/2023,11:30,57,,54.6
02/09/2023,11:30,02/09/2023,11:45,32,,32.2
02/09/2023,11:45,02/09/2023,12:00,53,217,55.7
02/09/2023,12:00,02/09/2023,12:15,38,,38.2
02/09/2023,12:15,02/09/2023,12:30,48,,49.4
02/09/2023,12:30,02/09/2023,12:45,39,,38.2
02/09/2023,12:45,02/09/2023,13:00,38,163,38.7
02/09/2023,13:00,02/09/2023,13:15,45,,46.8
02/09/2023,13:15,02/09/2023,13:30,49,,49.6
02/09/2023,13:30,02/09/2023,13:45,28,,30
02/09/2023,13:45,02/09/2023,14:00,29,151,29
02/09/2023,14:00,02/09/2023,14:15,51,,50.2
02/09/2023,14:15,02/09/2023,14:30,32,,31.4
02/09/2023,14:30,02/09/2023,14:45,29,,31.4
02/09/2023,14:45,02/09/2023,15:00,46,158,47.2
02/09/2023,15:00,02/09/2023,15:15,24,,23.4
02/09/2023,15:15,02/09/2023,15:30,34,,35
02/09/2023,15:30,02/09/2023,15:45,61,,58.6
02/09/2023,15:45,02/09/2023,16:00,54,173,54.8
02/09/2023,16:00,02/09/2023,16:15,39,,40
02/09/2023,16:15,02/09/2023,16:30,29,,28.4
02/09/2023,16:30,02/09/2023,16:45,20,,19.8
02/09/2023,16:45,02/09/2023,17:00,35,123,36.4
02/09/2023,17:00,02/09/2023,17:15,25,,24.4
02/09/2023,17:15,02/09/2023,17:30,37,,37.4
02/09/2023,17:30,02/09/2023,17:45,26,,26.4
02/09/2023,17:45,02/09/2023,18:00,34,122,32.2
02/09/2023,18:00,02/09/2023,18:15,21,,22
02/09/2023,18:15,02/09/2023,18:30,29,,28.4
02/09/2023,18:30,02/09/2023,18:45,30,,31
02/09/2023,18:45,02/09/2023,19:00,58,138,57.2
02/09/2023,19:00,02/09/2023,19:15,38,,35.6
02/09/2023,19:15,02/09/2023,19:30,50,,47.4
02/09/2023,19:30,02/09/2023,19:45,28,,29
02/09/2023,19:45,02/09/2023,20:00,46,162,47.4
02/09/2023,20:00,02/09/2023,20:15,35,,39.3
02/09/2023,20:15,02/09/2023,20:30,25,,25
02/09/2023,20:30,02/09/2023,20:45,58,,63.3
02/09/2023,20:45,02/09/2023,21:00,44,162,46
02/09/2023,21:00,02/09/2023,21:15,54,,59.5
02/09/2023,21:15,02/09/2023,21:30,37,,40.4
02/09/2023,21:30,02/09/2023,21:45,24,,23.4
02/09/2023,21:45,02/09/2023,22:00,15,130,16
02/09/2023,22:00,02/09/2023,22:15,47,,50
02/09/2023,22:15,02/09/2023,22:30,27,,27.4
02/09/2023,22:30,02/09/2023,22:45,16,,17
02/09/2023,22:45,02/09/2023,23:00,37,127,37
02/09/2023,23:00,02/09/2023,23:15,38,,40
02/09/2023,23:15,02/09/2023,23:30,38,,41
02/09/2023,23:30,02/09/2023,23:45,23,,24
02/09/2023,23:45,03/09/2023,00:00,25,124,28
03/09/2023,00:00,03/09/2023,00:15,22,,22
03/09/2023,00:15,03/09/2023,00:30,45,,46
03/09/2023,00:30,03/09/2023,00:45,33,,35
03/09/2023,00:45,03/09/2023,01:00,26,126,26
03/09/2023,01:00,03/09/2023,01:15,18,,18
03/09/2023,01:15,03/09/2023,01:30,23,,24.3
03/09/2023,01:30,03/09/2023,01:45,15,,17
03/09/2023,01:45,03/09/2023,02:00,18,74,19
03/09/2023,02:00,03/09/2023,02:15,13,,14.3
03/09/2023,02:15,03/09/2023,02:30,5,,6
03/09/2023,02:30,03/09/2023,02:45,10,,10
03/09/2023,02:45,03/09/2023,03:00,8,36,9
03/09/2023,03:00,03/09/2023,03:15,7,,7
03/09/2023,03:15,03/09/2023,03:30,16,,17
03/09/2023,03:30,03/09/2023,03:45,7,,7
03/09/2023,03:45,03/09/2023,04:00,12,42,13
03/09/2023,04:00,03/09/2023,04:15,10,,11
03/09/2023,04:15,03/09/2023,04:30,15,,16.3
03/09/2023,04:30,03/09/2023,04:45,18,,18
03/09/2023,04:45,03/09/2023,05:00,8,51,8
03/09/2023,05:00,03/09/2023,05:15,14,,15.3
03/09/2023,05:15,03/09/2023,05:30,23,,24.7
03/09/2023,05:30,03/09/2023,05:45,19,,19
03/09/2023,05:45,03/09/2023,06:00,26,82,27
03/09/2023,06:00,03/09/2023,06:15,29,,32
03/09/2023,06:15,03/09/2023,06:30,41,,43.1
03/09/2023,06:30,03/09/2023,06:45,53,,50.8
03/09/2023,06:45,03/09/2023,07:00,65,188,64.5
03/09/2023,07:00,03/09/2023,07:15,89,,91.6
03/09/2023,07:15,03/09/2023,07:30,31,,29.6
03/09/2023,07:30,03/09/2023,07:45,40,,42.4
03/09/2023,07:45,03/09/2023,08:00,37,197,32.7
03/09/2023,08:00,03/09/2023,08:15,33,,33.4
03/09/2023,08:15,03/09/2023,08:30,40,,37
03/09/2023,08:30,03/09/2023,08:45,50,,49.7
03/09/2023,08:45,03/09/2023,09:00,63,186,57.6
03/09/2023,09:00,03/09/2023,09:15,36,,34.9
03/09/2023,09:15,03/09/2023,09:30,60,,58.7
03/09/2023,09:30,03/09/2023,09:45,42,,42
03/09/2023,09:45,03/09/2023,10:00,45,183,43.6
03/09/2023,10:00,03/09/2023,10:15,51,,48.4
03/09/2023,10:15,03/09/2023,10:30,33,,33
03/09/2023,10:30,03/09/2023,10:45,48,,48.2
03/09/2023,10:45,03/09/2023,11:00,45,177,46
03/09/2023,11:00,03/09/2023,11:15,26,,29
03/09/2023,11:15,03/09/2023,11:30,43,,41.8
03/09/2023,11:30,03/09/2023,11:45,26,,26.8
03/09/2023,11:45,03/09/2023,12:00,41,136,41.1
03/09/2023,12:00,03/09/2023,12:15,38,,37.2
03/09/2023,12:15,03/09/2023,12:30,47,,47.7
03/09/2023,12:30,03/09/2023,12:45,47,,45.6
03/09/2023,12:45,03/09/2023,13:00,40,172,38.2
03/09/2023,13:00,03/09/2023,13:15,38,,37.8
03/09/2023,13:15,03/09/2023,13:30,35,,35.8
03/09/2023,13:30,03/09/2023,13:45,30,,29.4
03/09/2023,13:45,03/09/2023,14:00,38,141,38.4
03/09/2023,14:00,03/09/2023,14:15,11,,12
03/09/2023,14:15,03/09/2023,14:30,29,,30.4
03/09/2023,14:30,03/09/2023,14:45,30,,29.2
03/09/2023,14:45,03/09/2023,15:00,28,98,26.2
03/09/2023,15:00,03/09/2023,15:15,25,,25.4
03/09/2023,15:15,03/09/2023,15:30,33,,34
03/09/2023,15:30,03/09/2023,15:45,25,,23.8
03/09/2023,15:45,03/09/2023,16:00,28,111,30
03/09/2023,16:00,03/09/2023,16:15,27,,31
03/09/2023,16:15,03/09/2023,16:30,22,,21.2
03/09/2023,16:30,03/09/2023,16:45,19,,18.4
03/09/2023,16:45,03/09/2023,17:00,0,68,0
03/09/2023,17:00,03/09/2023,17:15,0,,0
03/09/2023,17:15,03/09/2023,17:30,0,,0
03/09/2023,17:30,03/09/2023,17:45,0,,0
03/09/2023,17:45,03/09/2023,18:00,0,0,0
03/09/2023,18:00,03/09/2023,18:15,0,,0
03/09/2023,18:15,03/09/2023,18:30,0,,0
03/09/2023,18:30,03/09/2023,18:45,0,,0
03/09/2023,18:45,03/09/2023,19:00,0,0,0
03/09/2023,19:00,03/09/2023,19:15,0,,0
03/09/2023,19:15,03/09/2023,19:30,0,,0
03/09/2023,19:30,03/09/2023,19:45,0,,0
03/09/2023,19:45,03/09/2023,20:00,0,0,0
03/09/2023,20:00,03/09/2023,20:15,0,,0
03/09/2023,20:15,03/09/2023,20:30,0,,0
03/09/2023,20:30,03/09/2023,20:45,0,,0
03/09/2023,20:45,03/09/2023,21:00,0,0,0
03/09/2023,21:00,03/09/2023,21:15,0,,0
03/09/2023,21:15,03/09/2023,21:30,0,,0
03/09/2023,21:30,03/09/2023,21:45,0,,0
03/09/2023,21:45,03/09/2023,22:00,0,0,0
03/09/2023,22:00,03/09/2023,22:15,0,,0
03/09/2023,22:15,03/09/2023,22:30,0,,0
03/09/2023,22:30,03/09/2023,22:45,0,,0
03/09/2023,22:45,03/09/2023,23:00,0,0,0
03/09/2023,23:00,03/09/2023,23:15,0,,0
03/09/2023,23:15,03/09/2023,23:30,0,,0
03/09/2023,23:30,03/09/2023,23:45,0,,0
03/09/2023,23:45,04/09/2023,00:00,0,0,0
04/09/2023,00:00,04/09/2023,00:15,0,,0
04/09/2023,00:15,04/09/2023,00:30,0,,0
04/09/2023,00:30,04/09/2023,00:45,0,,0
04/09/2023,00:45,04/09/2023,01:00,0,0,0
04/09/2023,01:00,04/09/2023,01:15,0,,0
04/09/2023,01:15,04/09/2023,01:30,0,,0
04/09/2023,01:30,04/09/2023,01:45,0,,0
04/09/2023,01:45,04/09/2023,02:00,0,0,0
04/09/2023,02:00,04/09/2023,02:15,0,,0
04/09/2023,02:15,04/09/2023,02:30,0,,0
04/09/2023,02:30,04/09/2023,02:45,0,,0
04/09/2023,02:45,04/09/2023,03:00,0,0,0
04/09/2023,03:00,04/09/2023,03:15,0,,0
04/09/2023,03:15,04/09/2023,03:30,0,,0
04/09/2023,03:30,04/09/2023,03:45,0,,0
04/09/2023,03:45,04/09/2023,04:00,0,0,0
04/09/2023,04:00,04/09/2023,04:15,0,,0
04/09/2023,04:15,04/09/2023,04:30,0,,0
04/09/2023,04:30,04/09/2023,04:45,0,,0
04/09/2023,04:45,04/09/2023,05:00,0,0,0
04/09/2023,05:00,04/09/2023,05:15,0,,0
04/09/2023,05:15,04/09/2023,05:30,0,,0
04/09/2023,05:30,04/09/2023,05:45,0,,0
04/09/2023,05:45,04/09/2023,06:00,0,0,0
04/09/2023,06:00,04/09/2023,06:15,0,,0
04/09/2023,06:15,04/09/2023,06:30,0,,0
04/09/2023,06:30,04/09/2023,06:45,0,,0
04/09/2023,06:45,04/09/2023,07:00,0,0,0
04/09/2023,07:00,04/09/2023,07:15,0,,0
04/09/2023,07:15,04/09/2023,07:30,0,,0
04/09/2023,07:30,04/09/2023,07:45,0,,0
04/09/2023,07:45,04/09/2023,08:00,0,0,0
04/09/2023,08:00,04/09/2023,08:15,0,,0
04/09/2023,08:15,04/09/2023,08:30,0,,0
04/09/2023,08:30,04/09/2023,08:45,0,,0
04/09/2023,08:45,04/09/2023,09:00,0,0,0
04/09/2023,09:00,04/09/2023,09:15,0,,0
04/09/2023,09:15,04/09/2023,09:30,0,,0
04/09/2023,09:30,04/09/2023,09:45,0,,0
04/09/2023,09:45,04/09/2023,10:00,0,0,0
04/09/2023,10:00,04/09/2023,10:15,0,,0
04/09/2023,10:15,04/09/2023,10:30,0,,0
04/09/2023,10:30,04/09/2023,10:45,0,,0
04/09/2023,10:45,04/09/2023,11:00,0,0,0
04/09/2023,11:00,04/09/2023,11:15,0,,0
04/09/2023,11:15,04/09/2023,11:30,0,,0
04/09/2023,11:30,04/09/2023,11:45,0,,0
04/09/2023,11:45,04/09/2023,12:00,0,0,0
04/09/2023,12:00,04/09/2023,12:15,0,,0
04/09/2023,12:15,04/09/2023,12:30,0,,0
04/09/2023,12:30,04/09/2023,12:45,0,,0
04/09/2023,12:45,04/09/2023,13:00,0,0,0
04/09/2023,13:00,04/09/2023,13:15,0,,0
04/09/2023,13:15,04/09/2023,13:30,0,,0
04/09/2023,13:30,04/09/2023,13:45,0,,0
04/09/2023,13:45,04/09/2023,14:00,0,0,0
04/09/2023,14:00,04/09/2023,14:15,0,,0
04/09/2023,14:15,04/09/2023,14:30,0,,0
04/09/2023,14:30,04/09/2023,14:45,0,,0
04/09/2023,14:45,04/09/2023,15:00,0,0,0
04/09/2023,15:00,04/09/2023,15:15,0,,0
04/09/2023,15:15,04/09/2023,15:30,0,,0
04/09/2023,15:30,04/09/2023,15:45,0,,0
04/09/2023,15:45,04/09/2023,16:00,0,0,0
04/09/2023,16:00,04/09/2023,16:15,0,,0
04/09/2023,16:15,04/09/2023,16:30,0,,0
04/09/2023,16:30,04/09/2023,16:45,0,,0
04/09/2023,16:45,04/09/2023,17:00,0,0,0
04/09/2023,17:00,04/09/2023,17:15,0,,0
04/09/2023,17:15,04/09/2023,17:30,0,,0
04/09/2023,17:30,04/09/2023,17:45,0,,0
04/09/2023,17:45,04/09/2023,18:00,0,0,0
04/09/2023,18:00,04/09/2023,18:15,0,,0
04/09/2023,18:15,04/09/2023,18:30,0,,0
04/09/2023,18:30,04/09/2023,18:45,0,,0
04/09/2023,18:45,04/09/2023,19:00,0,0,0
04/09/2023,19:00,04/09/2023,19:15,0,,0
04/09/2023,19:15,04/09/2023,19:30,0,,0
04/09/2023,19:30,04/09/2023,19:45,0,,0
04/09/2023,19:45,04/09/2023,20:00,0,0,0
04/09/2023,20:00,04/09/2023,20:15,0,,0
04/09/2023,20:15,04/09/2023,20:30,0,,0
04/09/2023,20:30,04/09/2023,20:45,0,,0
04/09/2023,20:45,04/09/2023,21:00,0,0,0
04/09/2023,21:00,04/09/2023,21:15,0,,0
04/09/2023,21:15,04/09/2023,21:30,0,,0
04/09/2023,21:30,04/09/2023,21:45,0,,0
04/09/2023,21:45,04/09/2023,22:00,0,0,0
04/09/2023,22:00,04/09/2023,22:15,0,,0
04/09/2023,22:15,04/09/2023,22:30,0,,0
04/09/2023,22:30,04/09/2023,22:45,0,,0
04/09/2023,22:45,04/09/2023,23:00,0,0,0
04/09/2023,23:00,04/09/2023,23:15,0,,0
04/09/2023,23:15,04/09/2023,23:30,0,,0
04/09/2023,23:30,04/09/2023,23:45,0,,0
04/09/2023,23:45,05/09/2023,00:00,0,0,0
05/09/2023,00:00,05/09/2023,00:15,0,,0
05/09/2023,00:15,05/09/2023,00:30,0,,0
05/09/2023,00:30,05/09/2023,00:45,0,,0
05/09/2023,00:45,05/09/2023,01:00,0,0,0
05/09/2023,01:00,05/09/2023,01:15,0,,0
05/09/2023,01:15,05/09/2023,01:30,0,,0
05/09/2023,01:30,05/09/2023,01:45,0,,0
05/09/2023,01:45,05/09/2023,02:00,0,0,0
05/09/2023,02:00,05/09/2023,02:15,0,,0
05/09/2023,02:15,05/09/2023,02:30,0,,0
05/09/2023,02:30,05/09/2023,02:45,0,,0
05/09/2023,02:45,05/09/2023,03:00,0,0,0
05/09/2023,03:00,05/09/2023,03:15,0,,0
05/09/2023,03:15,05/09/2023,03:30,0,,0
05/09/2023,03:30,05/09/2023,03:45,0,,0
05/09/2023,03:45,05/09/2023,04:00,0,0,0
05/09/2023,04:00,05/09/2023,04:15,0,,0
05/09/2023,04:15,05/09/2023,04:30,0,,0
05/09/2023,04:30,05/09/2023,04:45,0,,0
05/09/2023,04:45,05/09/2023,05:00,0,0,0
05/09/2023,05:00,05/09/2023,05:15,0,,0
05/09/2023,05:15,05/09/2023,05:30,0,,0
05/09/2023,05:30,05/09/2023,05:45,0,,0
05/09/2023,05:45,05/09/2023,06:00,0,0,0
05/09/2023,06:00,05/09/2023,06:15,0,,0
05/09/2023,06:15,05/09/2023,06:30,0,,0
05/09/2023,06:30,05/09/2023,06:45,0,,0
05/09/2023,06:45,05/09/2023,07:00,0,0,0
05/09/2023,07:00,05/09/2023,07:15,0,,0
05/09/2023,07:15,05/09/2023,07:30,0,,0
05/09/2023,07:30,05/09/2023,07:45,0,,0
05/09/2023,07:45,05/09/2023,08:00,0,0,0
05/09/2023,08:00,05/09/2023,08:15,0,,0
05/09/2023,08:15,05/09/2023,08:30,0,,0
05/09/2023,08:30,05/09/2023,08:45,0,,0
05/09/2023,08:45,05/09/2023,09:00,0,0,0
05/09/2023,09:00,05/09/2023,09:15,0,,0
05/09/2023,09:15,05/09/2023,09:30,0,,0
05/09/2023,09:30,05/09/2023,09:45,0,,0
05/09/2023,09:45,05/09/2023,10:00,0,0,0
05/09/2023,10:00,05/09/2023,10:15,0,,0
05/09/2023,10:15,05/09/2023,10:30,0,,0
05/09/2023,10:30,05/09/2023,10:45,0,,0
05/09/2023,10:45,05/09/2023,11:00,0,0,0
05/09/2023,11:00,05/09/2023,11:15,0,,0
05/09/2023,11:15,05/09/2023,11:30,0,,0
05/09/2023,11:30,05/09/2023,11:45,0,,0
05/09/2023,11:45,05/09/2023,12:00,0,0,0
05/09/2023,12:00,05/09/2023,12:15,0,,0
05/09/2023,12:15,05/09/2023,12:30,0,,0
05/09/2023,12:30,05/09/2023,12:45,0,,0
05/09/2023,12:45,05/09/2023,13:00,0,0,0
05/09/2023,13:00,05/09/2023,13:15,0,,0
05/09/2023,13:15,05/09/2023,13:30,0,,0
05/09/2023,13:30,05/09/2023,13:45,0,,0
05/09/2023,13:45,05/09/2023,14:00,0,0,0
05/09/2023,14:00,05/09/2023,14:15,0,,0
05/09/2023,14:15,05/09/2023,14:30,0,,0
05/09/2023,14:30,05/09/2023,14:45,0,,0
05/09/2023,14:45,05/09/2023,15:00,0,0,0
05/09/2023,15:00,05/09/2023,15:15,0,,0
05/09/2023,15:15,05/09/2023,15:30,0,,0
05/09/2023,15:30,05/09/2023,15:45,0,,0
05/09/2023,15:45,05/09/2023,16:00,0,0,0
05/09/2023,16:00,05/09/2023,16:15,0,,0
05/09/2023,16:15,05/09/2023,16:30,0,,0
05/09/2023,16:30,05/09/2023,16:45,0,,0
05/09/2023,16:45,05/09/2023,17:00,0,0,0
05/09/2023,17:00,05/09/2023,17:15,0,,0
05/09/2023,17:15,05/09/2023,17:30,0,,0
05/09/2023,17:30,05/09/2023,17:45,0,,0
05/09/2023,17:45,05/09/2023,18:00,0,0,0
05/09/2023,18:00,05/09/2023,18:15,0,,0
05/09/2023,18:15,05/09/2023,18:30,0,,0
05/09/2023,18:30,05/09/2023,18:45,0,,0
05/09/2023,18:45,05/09/2023,19:00,0,0,0
05/09/2023,19:00,05/09/2023,19:15,0,,0
05/09/2023,19:15,05/09/2023,19:30,0,,0
05/09/2023,19:30,05/09/2023,19:45,0,,0
05/09/2023,19:45,05/09/2023,20:00,0,0,0
05/09/2023,20:00,05/09/2023,20:15,0,,0
05/09/2023,20:15,05/09/2023,20:30,0,,0
05/09/2023,20:30,05/09/2023,20:45,0,,0
05/09/2023,20:45,05/09/2023,21:00,0,0,0
05/09/2023,21:00,05/09/2023,21:15,0,,0
05/09/2023,21:15,05/09/2023,21:30,0,,0
05/09/2023,21:30,05/09/2023,21:45,0,,0
05/09/2023,21:45,05/09/2023,22:00,0,0,0
05/09/2023,22:00,05/09/2023,22:15,0,,0
05/09/2023,22:15,05/09/2023,22:30,0,,0
05/09/2023,22:30,05/09/2023,22:45,0,,0
05/09/2023,22:45,05/09/2023,23:00,0,0,0
05/09/2023,23:00,05/09/2023,23:15,0,,0
05/09/2023,23:15,05/09/2023,23:30,0,,0
05/09/2023,23:30,05/09/2023,23:45,0,,0
05/09/2023,23:45,06/09/2023,00:00,0,0,0
06/09/2023,00:00,06/09/2023,00:15,0,,0
06/09/2023,00:15,06/09/2023,00:30,0,,0
06/09/2023,00:30,06/09/2023,00:45,0,,0
06/09/2023,00:45,06/09/2023,01:00,0,0,0
06/09/2023,01:00,06/09/2023,01:15,0,,0
06/09/2023,01:15,06/09/2023,01:30,0,,0
06/09/2023,01:30,06/09/2023,01:45,0,,0
06/09/2023,01:45,06/09/2023,02:00,0,0,0
06/09/2023,02:00,06/09/2023,02:15,0,,0
06/09/2023,02:15,06/09/2023,02:30,0,,0
06/09/2023,02:30,06/09/2023,02:45,0,,0
06/09/2023,02:45,06/09/2023,03:00,0,0,0
06/09/2023,03:00,06/09/2023,03:15,0,,0
06/09/2023,03:15,06/09/2023,03:30,0,,0
06/09/2023,03:30,06/09/2023,03:45,0,,0
06/09/2023,03:45,06/09/2023,04:00,0,0,0
06/09/2023,04:00,06/09/2023,04:15,0,,0
06/09/2023,04:15,06/09/2023,04:30,0,,0
06/09/2023,04:30,06/09/2023,04:45,0,,0
06/09/2023,04:45,06/09/2023,05:00,0,0,0
