"From","To","Total","pcu","Car","Light goods vehicle","Heavy goods vehicle","Bus","Motorcycle","Bicycle"
"2023-11-01T00:00:00+01:00","2023-11-01T00:15:00+01:00","15","17.3","13","0","1","1","0","0"
"2023-11-01T00:15:00+01:00","2023-11-01T00:30:00+01:00","16","18.0","14","0","0","2","0","0"
"2023-11-01T00:30:00+01:00","2023-11-01T00:45:00+01:00","7","7.0","7","0","0","0","0","0"
"2023-11-01T00:45:00+01:00","2023-11-01T01:00:00+01:00","7","6.4","6","0","0","0","1","0"
"2023-11-01T01:00:00+01:00","2023-11-01T01:15:00+01:00","5","5.0","5","0","0","0","0","0"
"2023-11-01T01:15:00+01:00","2023-11-01T01:30:00+01:00","6","6.0","6","0","0","0","0","0"
"2023-11-01T01:30:00+01:00","2023-11-01T01:45:00+01:00","1","1.0","1","0","0","0","0","0"
"2023-11-01T01:45:00+01:00","2023-11-01T02:00:00+01:00","5","5.0","4","1","0","0","0","0"
"2023-11-01T02:00:00+01:00","2023-11-01T02:15:00+01:00","2","2.0","2","0","0","0","0","0"
"2023-11-01T02:15:00+01:00","2023-11-01T02:30:00+01:00","4","4.0","3","1","0","0","0","0"
"2023-11-01T02:30:00+01:00","2023-11-01T02:45:00+01:00","1","1.0","1","0","0","0","0","0"
"2023-11-01T02:45:00+01:00","2023-11-01T03:00:00+01:00","2","2.0","2","0","0","0","0","0"
"2023-11-01T03:00:00+01:00","2023-11-01T03:15:00+01:00","6","6.0","5","1","0","0","0","0"
"2023-11-01T03:15:00+01:00","2023-11-01T03:30:00+01:00","11","10.4","7","3","0","0","1","0"
"2023-11-01T03:30:00+01:00","2023-11-01T03:45:00+01:00","19","19.7","14","3","1","0","1","0"
"2023-11-01T03:45:00+01:00","2023-11-01T04:00:00+01:00","16","18.3","12","2","1","1","0","0"
"2023-11-01T04:00:00+01:00","2023-11-01T04:15:00+01:00","13","13.0","3","10","0","0","0","0"
"2023-11-01T04:15:00+01:00","2023-11-01T04:30:00+01:00","28","31.3","16","9","1","2","0","0"
"2023-11-01T04:30:00+01:00","2023-11-01T04:45:00+01:00","28","31.6","19","6","2","1","0","0"
"2023-11-01T04:45:00+01:00","2023-11-01T05:00:00+01:00","34","35.4","26","5","0","2","1","0"
"2023-11-01T05:00:00+01:00","2023-11-01T05:15:00+01:00","49","51.3","39","8","1","1","0","0"
"2023-11-01T05:15:00+01:00","2023-11-01T05:30:00+01:00","53","52.4","43","9","0","0","1","0"
"2023-11-01T05:30:00+01:00","2023-11-01T05:45:00+01:00","52","51.4","44","7","0","0","1","0"
"2023-11-01T05:45:00+01:00","2023-11-01T06:00:00+01:00","48","51.7","36","7","1","3","1","0"
"2023-11-01T06:00:00+01:00","2023-11-01T06:15:00+01:00","61","64.3","50","7","3","0","1","0"
"2023-11-01T06:15:00+01:00","2023-11-01T06:30:00+01:00","77","78.7","61","13","1","1","1","0"
"2023-11-01T06:30:00+01:00","2023-11-01T06:45:00+01:00","109","112.4","78","25","2","2","2","0"
"2023-11-01T06:45:00+01:00","2023-11-01T07:00:00+01:00","105","108.4","77","22","2","2","2","0"
"2023-11-01T07:00:00+01:00","2023-11-01T07:15:00+01:00","108","112.0","85","19","0","4","0","0"
"2023-11-01T07:15:00+01:00","2023-11-01T07:30:00+01:00","97","99.0","69","17","2","3","6","0"
"2023-11-01T07:30:00+01:00","2023-11-01T07:45:00+01:00","97","102.7","73","17","1","5","1","0"
"2023-11-01T07:45:00+01:00","2023-11-01T08:00:00+01:00","117","124.9","84","21","3","6","2","1"
"2023-11-01T08:00:00+01:00","2023-11-01T08:15:00+01:00","125","129.2","92","18","2","6","6","1"
"2023-11-01T08:15:00+01:00","2023-11-01T08:30:00+01:00","152","161.9","110","24","5","7","6","0"
"2023-11-01T08:30:00+01:00","2023-11-01T08:45:00+01:00","183","192.8","145","24","2","9","3","0"
"2023-11-01T08:45:00+01:00","2023-11-01T09:00:00+01:00","152","158.0","127","10","2","7","6","0"
"2023-11-01T09:00:00+01:00","2023-11-01T09:15:00+01:00","158","163.5","121","27","1","6","3","0"
"2023-11-01T09:15:00+01:00","2023-11-01T09:30:00+01:00","163","164.1","130","23","3","1","5","1"
"2023-11-01T09:30:00+01:00","2023-11-01T09:45:00+01:00","164","170.7","136","19","3","4","2","0"
"2023-11-01T09:45:00+01:00","2023-11-01T10:00:00+01:00","179","184.7","148","23","3","3","2","0"
"2023-11-01T10:00:00+01:00","2023-11-01T10:15:00+01:00","184","190.7","151","16","3","7","7","0"
"2023-11-01T10:15:00+01:00","2023-11-01T10:30:00+01:00","181","184.8","146","26","4","1","4","0"
"2023-11-01T10:30:00+01:00","2023-11-01T10:45:00+01:00","182","187.3","157","12","1","7","5","0"
"2023-11-01T10:45:00+01:00","2023-11-01T11:00:00+01:00","162","169.6","132","14","4","6","6","0"
"2023-11-01T11:00:00+01:00","2023-11-01T11:15:00+01:00","166","171.6","134","18","4","4","6","0"
"2023-11-01T11:15:00+01:00","2023-11-01T11:30:00+01:00","157","161.6","122","23","2","5","5","0"
"2023-11-01T11:30:00+01:00","2023-11-01T11:45:00+01:00","177","180.3","156","10","1","5","5","0"
"2023-11-01T11:45:00+01:00","2023-11-01T12:00:00+01:00","130","132.7","103","14","3","3","7","0"
"2023-11-01T12:00:00+01:00","2023-11-01T12:15:00+01:00","125","130.5","103","11","3","4","4","0"
"2023-11-01T12:15:00+01:00","2023-11-01T12:30:00+01:00","111","115.5","86","16","1","5","3","0"
"2023-11-01T12:30:00+01:00","2023-11-01T12:45:00+01:00","125","131.3","100","11","1","8","5","0"
"2023-11-01T12:45:00+01:00","2023-11-01T13:00:00+01:00","111","110.0","84","19","2","0","6","0"
"2023-11-01T13:00:00+01:00","2023-11-01T13:15:00+01:00","123","125.7","87","16","1","8","11","0"
"2023-11-01T13:15:00+01:00","2023-11-01T13:30:00+01:00","89","95.6","75","7","4","2","1","0"
"2023-11-01T13:30:00+01:00","2023-11-01T13:45:00+01:00","103","112.4","70","20","4","6","3","0"
"2023-11-01T13:45:00+01:00","2023-11-01T14:00:00+01:00","109","114.2","78","20","2","5","4","0"
"2023-11-01T14:00:00+01:00","2023-11-01T14:15:00+01:00","111","114.0","87","13","0","6","5","0"
"2023-11-01T14:15:00+01:00","2023-11-01T14:30:00+01:00","98","104.6","80","12","2","4","0","0"
"2023-11-01T14:30:00+01:00","2023-11-01T14:45:00+01:00","114","111.9","83","19","1","2","9","0"
"2023-11-01T14:45:00+01:00","2023-11-01T15:00:00+01:00","97","98.6","77","12","0","4","4","0"
"2023-11-01T15:00:00+01:00","2023-11-01T15:15:00+01:00","122","126.3","100","13","1","5","2","1"
"2023-11-01T15:15:00+01:00","2023-11-01T15:30:00+01:00","127","130.8","109","10","2","3","3","0"
"2023-11-01T15:30:00+01:00","2023-11-01T15:45:00+01:00","103","110.3","86","10","1","6","0","0"
"2023-11-01T15:45:00+01:00","2023-11-01T16:00:00+01:00","117","122.4","104","5","2","4","2","0"
"2023-11-01T16:00:00+01:00","2023-11-01T16:15:00+01:00","119","123.3","91","15","3","4","6","0"
"2023-11-01T16:15:00+01:00","2023-11-01T16:30:00+01:00","113","114.1","91","18","1","1","2","0"
"2023-11-01T16:30:00+01:00","2023-11-01T16:45:00+01:00","115","121.2","94","9","2","6","4","0"
"2023-11-01T16:45:00+01:00","2023-11-01T17:00:00+01:00","81","81.6","68","6","0","3","4","0"
"2023-11-01T17:00:00+01:00","2023-11-01T17:15:00+01:00","81","87.7","70","3","1","6","1","0"
"2023-11-01T17:15:00+01:00","2023-11-01T17:30:00+01:00","85","90.0","78","1","2","3","1","0"
"2023-11-01T17:30:00+01:00","2023-11-01T17:45:00+01:00","85","86.6","69","8","0","4","4","0"
"2023-11-01T17:45:00+01:00","2023-11-01T18:00:00+01:00","90","93.8","82","1","0","5","2","0"
"2023-11-01T18:00:00+01:00","2023-11-01T18:15:00+01:00","73","74.4","62","0","0","5","6","0"
"2023-11-01T18:15:00+01:00","2023-11-01T18:30:00+01:00","90","100.6","80","0","2","8","0","0"
"2023-11-01T18:30:00+01:00","2023-11-01T18:45:00+01:00","90","97.2","77","1","0","9","3","0"
"2023-11-01T18:45:00+01:00","2023-11-01T19:00:00+01:00","76","79.2","67","1","0","5","3","0"
"2023-11-01T19:00:00+01:00","2023-11-01T19:15:00+01:00","73","75.5","65","1","1","3","3","0"
"2023-11-01T19:15:00+01:00","2023-11-01T19:30:00+01:00","81","83.0","73","1","0","4","2","1"
"2023-11-01T19:30:00+01:00","2023-11-01T19:45:00+01:00","87","88.8","82","0","0","3","2","0"
"2023-11-01T19:45:00+01:00","2023-11-01T20:00:00+01:00","62","67.2","52","0","0","7","3","0"
"2023-11-01T20:00:00+01:00","2023-11-01T20:15:00+01:00","57","60.8","48","2","0","5","2","0"
"2023-11-01T20:15:00+01:00","2023-11-01T20:30:00+01:00","42","44.2","34","1","0","4","3","0"
"2023-11-01T20:30:00+01:00","2023-11-01T20:45:00+01:00","57","63.0","50","1","0","6","0","0"
"2023-11-01T20:45:00+01:00","2023-11-01T21:00:00+01:00","39","42.8","31","0","2","3","3","0"
"2023-11-01T21:00:00+01:00","2023-11-01T21:15:00+01:00","37","40.4","30","2","0","4","1","0"
"2023-11-01T21:15:00+01:00","2023-11-01T21:30:00+01:00","35","39.8","27","0","0","6","2","0"
"2023-11-01T21:30:00+01:00","2023-11-01T21:45:00+01:00","34","35.4","30","1","0","2","1","0"
"2023-11-01T21:45:00+01:00","2023-11-01T22:00:00+01:00","24","27.4","19","0","0","4","1","0"
"2023-11-01T22:00:00+01:00","2023-11-01T22:15:00+01:00","27","26.8","24","0","0","1","2","0"
"2023-11-01T22:15:00+01:00","2023-11-01T22:30:00+01:00","28","33.0","23","0","0","5","0","0"
"2023-11-01T22:30:00+01:00","2023-11-01T22:45:00+01:00","21","24.0","18","0","0","3","0","0"
"2023-11-01T22:45:00+01:00","2023-11-01T23:00:00+01:00","18","20.0","16","0","0","2","0","0"
"2023-11-01T23:00:00+01:00","2023-11-01T23:15:00+01:00","29","33.7","23","0","1","4","1","0"
"2023-11-01T23:15:00+01:00","2023-11-01T23:30:00+01:00","13","15.0","11","0","0","2","0","0"
"2023-11-01T23:30:00+01:00","2023-11-01T23:45:00+01:00","16","20.0","12","0","0","4","0","0"
"2023-11-01T23:45:00+01:00","2023-11-02T00:00:00+01:00","20","21.0","19","0","0","1","0","0"
"2023-11-02T00:00:00+01:00","2023-11-02T00:15:00+01:00","6","6.0","6","0","0","0","0","0"
"2023-11-02T00:15:00+01:00","2023-11-02T00:30:00+01:00","12","14.0","10","0","0","2","0","0"
"2023-11-02T00:30:00+01:00","2023-11-02T00:45:00+01:00","9","11.0","7","0","0","2","0","0"
"2023-11-02T00:45:00+01:00","2023-11-02T01:00:00+01:00","6","7.3","5","0","1","0","0","0"
"2023-11-02T01:00:00+01:00","2023-11-02T01:15:00+01:00","3","3.0","3","0","0","0","0","0"
"2023-11-02T01:15:00+01:00","2023-11-02T01:30:00+01:00","1","1.0","1","0","0","0","0","0"
"2023-11-02T01:30:00+01:00","2023-11-02T01:45:00+01:00","4","4.0","4","0","0","0","0","0"
"2023-11-02T01:45:00+01:00","2023-11-02T02:00:00+01:00","4","4.0","4","0","0","0","0","0"
"2023-11-02T02:00:00+01:00","2023-11-02T02:15:00+01:00","7","7.0","6","1","0","0","0","0"
"2023-11-02T02:15:00+01:00","2023-11-02T02:30:00+01:00","3","3.0","3","0","0","0","0","0"
"2023-11-02T02:30:00+01:00","2023-11-02T02:45:00+01:00","3","4.0","2","0","0","1","0","0"
"2023-11-02T02:45:00+01:00","2023-11-02T03:00:00+01:00","4","4.0","4","0","0","0","0","0"
"2023-11-02T03:00:00+01:00","2023-11-02T03:15:00+01:00","6","6.0","6","0","0","0","0","0"
"2023-11-02T03:15:00+01:00","2023-11-02T03:30:00+01:00","10","10.0","10","0","0","0","0","0"
"2023-11-02T03:30:00+01:00","2023-11-02T03:45:00+01:00","11","12.3","9","1","1","0","0","0"
"2023-11-02T03:45:00+01:00","2023-11-02T04:00:00+01:00","12","14.3","7","3","1","1","0","0"
"2023-11-02T04:00:00+01:00","2023-11-02T04:15:00+01:00","12","12.0","10","2","0","0","0","0"
"2023-11-02T04:15:00+01:00","2023-11-02T04:30:00+01:00","16","17.3","10","5","1","0","0","0"
"2023-11-02T04:30:00+01:00","2023-11-02T04:45:00+01:00","37","40.3","28","6","1","2","0","0"
"2023-11-02T04:45:00+01:00","2023-11-02T05:00:00+01:00","36","40.4","26","3","2","3","2","0"
"2023-11-02T05:00:00+01:00","2023-11-02T05:15:00+01:00","58","59.3","50","7","1","0","0","0"
"2023-11-02T05:15:00+01:00","2023-11-02T05:30:00+01:00","62","66.6","50","7","4","0","1","0"
"2023-11-02T05:30:00+01:00","2023-11-02T05:45:00+01:00","47","51.1","38","4","3","1","0","1"
"2023-11-02T05:45:00+01:00","2023-11-02T06:00:00+01:00","53","52.8","43","7","0","1","2","0"
"2023-11-02T06:00:00+01:00","2023-11-02T06:15:00+01:00","55","59.9","39","12","3","1","0","0"
"2023-11-02T06:15:00+01:00","2023-11-02T06:30:00+01:00","85","89.7","58","20","3","2","2","0"
"2023-11-02T06:30:00+01:00","2023-11-02T06:45:00+01:00","72","75.8","56","8","2","3","3","0"
"2023-11-02T06:45:00+01:00","2023-11-02T07:00:00+01:00","89","93.2","68","13","4","1","2","1"
"2023-11-02T07:00:00+01:00","2023-11-02T07:15:00+01:00","80","86.7","54","17","3","4","2","0"
"2023-11-02T07:15:00+01:00","2023-11-02T07:30:00+01:00","98","102.2","65","26","2","3","1","1"
"2023-11-02T07:30:00+01:00","2023-11-02T07:45:00+01:00","102","102.4","82","18","0","1","1","0"
"2023-11-02T07:45:00+01:00","2023-11-02T08:00:00+01:00","132","140.2","82","30","4","8","7","1"
"2023-11-02T08:00:00+01:00","2023-11-02T08:15:00+01:00","66","70.9","48","6","3","4","5","0"
"2023-11-02T08:15:00+01:00","2023-11-02T08:30:00+01:00","126","133.1","92","23","3","5","3","0"
"2023-11-02T08:30:00+01:00","2023-11-02T08:45:00+01:00","128","135.1","98","15","1","9","4","1"
"2023-11-02T08:45:00+01:00","2023-11-02T09:00:00+01:00","110","111.9","79","22","3","1","5","0"
"2023-11-02T09:00:00+01:00","2023-11-02T09:15:00+01:00","125","128.8","100","17","2","3","3","0"
"2023-11-02T09:15:00+01:00","2023-11-02T09:30:00+01:00","179","186.2","138","28","2","7","4","0"
"2023-11-02T09:30:00+01:00","2023-11-02T09:45:00+01:00","94","98.2","75","7","2","5","3","2"
"2023-11-02T09:45:00+01:00","2023-11-02T10:00:00+01:00","96","97.5","82","8","1","2","3","0"
"2023-11-02T10:00:00+01:00","2023-11-02T10:15:00+01:00","62","61.8","54","5","0","1","2","0"
"2023-11-02T10:15:00+01:00","2023-11-02T10:30:00+01:00","136","137.1","118","14","1","1","2","0"
"2023-11-02T10:30:00+01:00","2023-11-02T10:45:00+01:00","104","105.3","97","6","1","0","0","0"
"2023-11-02T10:45:00+01:00","2023-11-02T11:00:00+01:00","133","133.3","112","7","3","2","8","1"
"2023-11-02T11:00:00+01:00","2023-11-02T11:15:00+01:00","150","151.9","120","11","3","5","9","2"
"2023-11-02T11:15:00+01:00","2023-11-02T11:30:00+01:00","146","158.1","111","18","5","8","4","0"
"2023-11-02T11:30:00+01:00","2023-11-02T11:45:00+01:00","121","128.1","96","12","7","1","5","0"
"2023-11-02T11:45:00+01:00","2023-11-02T12:00:00+01:00","73","72.6","56","11","0","2","4","0"
"2023-11-02T12:00:00+01:00","2023-11-02T12:15:00+01:00","60","62.3","49","9","1","1","0","0"
"2023-11-02T12:15:00+01:00","2023-11-02T12:30:00+01:00","78","77.2","70","4","0","1","3","0"
"2023-11-02T12:30:00+01:00","2023-11-02T12:45:00+01:00","85","89.5","70","6","1","5","3","0"
"2023-11-02T12:45:00+01:00","2023-11-02T13:00:00+01:00","127","131.2","96","20","4","2","5","0"
"2023-11-02T13:00:00+01:00","2023-11-02T13:15:00+01:00","98","105.7","76","13","1","7","1","0"
"2023-11-02T13:15:00+01:00","2023-11-02T13:30:00+01:00","71","72.5","52","13","1","2","3","0"
"2023-11-02T13:30:00+01:00","2023-11-02T13:45:00+01:00","27","26.8","23","1","0","1","2","0"
"2023-11-02T13:45:00+01:00","2023-11-02T14:00:00+01:00","40","39.8","32","5","0","1","2","0"
"2023-11-02T14:00:00+01:00","2023-11-02T14:15:00+01:00","67","70.1","54","7","1","3","2","0"
"2023-11-02T14:15:00+01:00","2023-11-02T14:30:00+01:00","91","101.3","71","10","1","9","0","0"
"2023-11-02T14:30:00+01:00","2023-11-02T14:45:00+01:00","63","66.0","53","7","0","3","0","0"
"2023-11-02T14:45:00+01:00","2023-11-02T15:00:00+01:00","116","124.5","90","13","1","9","3","0"
"2023-11-02T15:00:00+01:00","2023-11-02T15:15:00+01:00","50","49.4","42","7","0","0","1","0"
"2023-11-02T15:15:00+01:00","2023-11-02T15:30:00+01:00","65","67.8","50","9","0","4","2","0"
"2023-11-02T15:30:00+01:00","2023-11-02T15:45:00+01:00","41","44.4","27","8","2","2","2","0"
"2023-11-02T15:45:00+01:00","2023-11-02T16:00:00+01:00","45","47.4","37","4","0","3","1","0"
"2023-11-02T16:00:00+01:00","2023-11-02T16:15:00+01:00","83","82.8","66","14","0","1","2","0"
"2023-11-02T16:15:00+01:00","2023-11-02T16:30:00+01:00","80","79.8","58","11","0","4","7","0"
"2023-11-02T16:30:00+01:00","2023-11-02T16:45:00+01:00","54","54.2","41","8","0","2","3","0"
"2023-11-02T16:45:00+01:00","2023-11-02T17:00:00+01:00","50","51.8","39","6","0","3","2","0"
"2023-11-02T17:00:00+01:00","2023-11-02T17:15:00+01:00","64","67.4","53","6","0","4","1","0"
"2023-11-02T17:15:00+01:00","2023-11-02T17:30:00+01:00","65","67.1","58","2","1","2","2","0"
"2023-11-02T17:30:00+01:00","2023-11-02T17:45:00+01:00","49","48.6","39","4","0","2","4","0"
"2023-11-02T17:45:00+01:00","2023-11-02T18:00:00+01:00","67","68.4","59","5","0","2","1","0"
"2023-11-02T18:00:00+01:00","2023-11-02T18:15:00+01:00","91","97.7","79","4","1","6","1","0"
"2023-11-02T18:15:00+01:00","2023-11-02T18:30:00+01:00","33","32.2","28","1","0","1","3","0"
"2023-11-02T18:30:00+01:00","2023-11-02T18:45:00+01:00","31","33.0","28","1","0","2","0","0"
"2023-11-02T18:45:00+01:00","2023-11-02T19:00:00+01:00","50","53.3","47","0","1","2","0","0"
"2023-11-02T19:00:00+01:00","2023-11-02T19:15:00+01:00","60","65.4","50","3","0","6","1","0"
"2023-11-02T19:15:00+01:00","2023-11-02T19:30:00+01:00","58","61.4","52","1","0","4","1","0"
"2023-11-02T19:30:00+01:00","2023-11-02T19:45:00+01:00","56","55.8","52","1","0","1","2","0"
"2023-11-02T19:45:00+01:00","2023-11-02T20:00:00+01:00","66","72.3","59","1","1","5","0","0"
"2023-11-02T20:00:00+01:00","2023-11-02T20:15:00+01:00","80","83.6","70","3","0","5","1","1"
"2023-11-02T20:15:00+01:00","2023-11-02T20:30:00+01:00","49","49.4","46","1","0","1","1","0"
"2023-11-02T20:30:00+01:00","2023-11-02T20:45:00+01:00","65","71.1","56","0","1","6","2","0"
"2023-11-02T20:45:00+01:00","2023-11-02T21:00:00+01:00","44","48.0","39","1","0","4","0","0"
"2023-11-02T21:00:00+01:00","2023-11-02T21:15:00+01:00","48","50.4","43","1","0","3","1","0"
"2023-11-02T21:15:00+01:00","2023-11-02T21:30:00+01:00","42","48.0","35","1","0","6","0","0"
"2023-11-02T21:30:00+01:00","2023-11-02T21:45:00+01:00","34","36.0","32","0","0","2","0","0"
"2023-11-02T21:45:00+01:00","2023-11-02T22:00:00+01:00","20","24.0","16","0","0","4","0","0"
"2023-11-02T22:00:00+01:00","2023-11-02T22:15:00+01:00","23","24.4","20","0","0","2","1","0"
"2023-11-02T22:15:00+01:00","2023-11-02T22:30:00+01:00","35","39.4","29","0","0","5","1","0"
"2023-11-02T22:30:00+01:00","2023-11-02T22:45:00+01:00","27","28.0","24","2","0","1","0","0"
"2023-11-02T22:45:00+01:00","2023-11-02T23:00:00+01:00","20","23.0","16","1","0","3","0","0"
"2023-11-02T23:00:00+01:00","2023-11-02T23:15:00+01:00","14","15.4","10","1","0","2","1","0"
"2023-11-02T23:15:00+01:00","2023-11-02T23:30:00+01:00","23","27.0","19","0","0","4","0","0"
"2023-11-02T23:30:00+01:00","2023-11-02T23:45:00+01:00","30","32.0","28","0","0","2","0","0"
"2023-11-02T23:45:00+01:00","2023-11-03T00:00:00+01:00","14","17.3","9","2","1","2","0","0"
"2023-11-03T00:00:00+01:00","2023-11-03T00:15:00+01:00","9","12.0","6","0","0","3","0","0"
"2023-11-03T00:15:00+01:00","2023-11-03T00:30:00+01:00","14","15.3","13","0","1","0","0","0"
"2023-11-03T00:30:00+01:00","2023-11-03T00:45:00+01:00","16","18.4","12","0","0","3","1","0"
"2023-11-03T00:45:00+01:00","2023-11-03T01:00:00+01:00","2","2.0","2","0","0","0","0","0"
"2023-11-03T01:00:00+01:00","2023-11-03T01:15:00+01:00","6","7.3","5","0","1","0","0","0"
"2023-11-03T01:15:00+01:00","2023-11-03T01:30:00+01:00","4","4.0","4","0","0","0","0","0"
"2023-11-03T01:30:00+01:00","2023-11-03T01:45:00+01:00","7","7.0","7","0","0","0","0","0"
"2023-11-03T01:45:00+01:00","2023-11-03T02:00:00+01:00","4","4.0","4","0","0","0","0","0"
"2023-11-03T02:00:00+01:00","2023-11-03T02:15:00+01:00","4","3.4","3","0","0","0","1","0"
"2023-11-03T02:15:00+01:00","2023-11-03T02:30:00+01:00","2","2.0","2","0","0","0","0","0"
"2023-11-03T02:30:00+01:00","2023-11-03T02:45:00+01:00","2","3.0","1","0","0","1","0","0"
"2023-11-03T02:45:00+01:00","2023-11-03T03:00:00+01:00","4","5.0","3","0","0","1","0","0"
"2023-11-03T03:00:00+01:00","2023-11-03T03:15:00+01:00","3","3.0","3","0","0","0","0","0"
"2023-11-03T03:15:00+01:00","2023-11-03T03:30:00+01:00","9","10.3","6","2","1","0","0","0"
"2023-11-03T03:30:00+01:00","2023-11-03T03:45:00+01:00","13","13.0","10","3","0","0","0","0"
"2023-11-03T03:45:00+01:00","2023-11-03T04:00:00+01:00","6","7.0","5","0","0","1","0","0"
"2023-11-03T04:00:00+01:00","2023-11-03T04:15:00+01:00","7","8.3","4","2","1","0","0","0"
"2023-11-03T04:15:00+01:00","2023-11-03T04:30:00+01:00","17","17.0","12","5","0","0","0","0"
"2023-11-03T04:30:00+01:00","2023-11-03T04:45:00+01:00","16","18.6","13","1","2","0","0","0"
"2023-11-03T04:45:00+01:00","2023-11-03T05:00:00+01:00","43","47.6","31","8","2","2","0","0"
"2023-11-03T05:00:00+01:00","2023-11-03T05:15:00+01:00","51","55.9","42","5","3","1","0","0"
"2023-11-03T05:15:00+01:00","2023-11-03T05:30:00+01:00","44","45.0","39","4","0","1","0","0"
"2023-11-03T05:30:00+01:00","2023-11-03T05:45:00+01:00","53","54.3","47","5","1","0","0","0"
"2023-11-03T05:45:00+01:00","2023-11-03T06:00:00+01:00","50","53.3","38","9","1","2","0","0"
"2023-11-03T06:00:00+01:00","2023-11-03T06:15:00+01:00","38","38.4","33","3","0","1","1","0"
"2023-11-03T06:15:00+01:00","2023-11-03T06:30:00+01:00","29","28.4","20","8","0","0","1","0"
"2023-11-03T06:30:00+01:00","2023-11-03T06:45:00+01:00","29","31.6","22","5","2","0","0","0"
"2023-11-03T06:45:00+01:00","2023-11-03T07:00:00+01:00","77","81.7","58","13","1","4","1","0"
"2023-11-03T07:00:00+01:00","2023-11-03T07:15:00+01:00","53","53.8","42","7","0","2","2","0"
"2023-11-03T07:15:00+01:00","2023-11-03T07:30:00+01:00","58","61.0","37","17","2","1","1","0"
"2023-11-03T07:30:00+01:00","2023-11-03T07:45:00+01:00","82","89.8","64","6","2","7","3","0"
"2023-11-03T07:45:00+01:00","2023-11-03T08:00:00+01:00","89","94.2","64","14","2","5","4","0"
"2023-11-03T08:00:00+01:00","2023-11-03T08:15:00+01:00","46","48.8","23","17","0","4","2","0"
"2023-11-03T08:15:00+01:00","2023-11-03T08:30:00+01:00","53","55.4","40","8","2","1","2","0"
"2023-11-03T08:30:00+01:00","2023-11-03T08:45:00+01:00","76","82.1","58","9","1","6","2","0"
"2023-11-03T08:45:00+01:00","2023-11-03T09:00:00+01:00","51","55.3","40","7","1","3","0","0"
"2023-11-03T09:00:00+01:00","2023-11-03T09:15:00+01:00","56","61.7","43","6","1","5","1","0"
"2023-11-03T09:15:00+01:00","2023-11-03T09:30:00+01:00","35","37.7","25","6","1","2","1","0"
"2023-11-03T09:30:00+01:00","2023-11-03T09:45:00+01:00","37","38.4","33","1","0","2","1","0"
"2023-11-03T09:45:00+01:00","2023-11-03T10:00:00+01:00","41","40.4","36","4","0","0","1","0"
"2023-11-03T10:00:00+01:00","2023-11-03T10:15:00+01:00","25","25.0","23","2","0","0","0","0"
"2023-11-03T10:15:00+01:00","2023-11-03T10:30:00+01:00","32","32.0","30","2","0","0","0","0"
"2023-11-03T10:30:00+01:00","2023-11-03T10:45:00+01:00","33","31.6","27","4","0","0","1","1"
"2023-11-03T10:45:00+01:00","2023-11-03T11:00:00+01:00","53","58.4","42","4","0","6","1","0"
"2023-11-03T11:00:00+01:00","2023-11-03T11:15:00+01:00","51","51.7","44","5","1","0","1","0"
"2023-11-03T11:15:00+01:00","2023-11-03T11:30:00+01:00","37","41.0","24","9","0","4","0","0"
"2023-11-03T11:30:00+01:00","2023-11-03T11:45:00+01:00","44","45.3","40","3","1","0","0","0"
"2023-11-03T11:45:00+01:00","2023-11-03T12:00:00+01:00","25","25.0","20","5","0","0","0","0"
"2023-11-03T12:00:00+01:00","2023-11-03T12:15:00+01:00","22","23.0","16","5","0","1","0","0"
"2023-11-03T12:15:00+01:00","2023-11-03T12:30:00+01:00","27","27.4","21","4","0","1","1","0"
"2023-11-03T12:30:00+01:00","2023-11-03T12:45:00+01:00","36","35.4","29","6","0","0","1","0"
"2023-11-03T12:45:00+01:00","2023-11-03T13:00:00+01:00","86","90.5","71","5","3","3","4","0"
"2023-11-03T13:00:00+01:00","2023-11-03T13:15:00+01:00","41","45.9","33","4","3","1","0","0"
"2023-11-03T13:15:00+01:00","2023-11-03T13:30:00+01:00","38","41.7","28","4","3","1","2","0"
"2023-11-03T13:30:00+01:00","2023-11-03T13:45:00+01:00","29","30.0","25","3","0","1","0","0"
"2023-11-03T13:45:00+01:00","2023-11-03T14:00:00+01:00","19","20.1","13","2","1","1","2","0"
"2023-11-03T14:00:00+01:00","2023-11-03T14:15:00+01:00","31","30.8","25","3","0","1","2","0"
"2023-11-03T14:15:00+01:00","2023-11-03T14:30:00+01:00","41","42.7","31","7","1","1","1","0"
"2023-11-03T14:30:00+01:00","2023-11-03T14:45:00+01:00","35","35.4","29","4","0","1","1","0"
"2023-11-03T14:45:00+01:00","2023-11-03T15:00:00+01:00","38","40.0","32","4","0","2","0","0"
"2023-11-03T15:00:00+01:00","2023-11-03T15:15:00+01:00","40","42.4","33","3","0","3","1","0"
"2023-11-03T15:15:00+01:00","2023-11-03T15:30:00+01:00","36","37.4","30","3","0","2","1","0"
"2023-11-03T15:30:00+01:00","2023-11-03T15:45:00+01:00","33","36.0","27","3","0","3","0","0"
"2023-11-03T15:45:00+01:00","2023-11-03T16:00:00+01:00","32","32.7","26","4","1","0","1","0"
"2023-11-03T16:00:00+01:00","2023-11-03T16:15:00+01:00","38","41.7","28","5","1","3","1","0"
"2023-11-03T16:15:00+01:00","2023-11-03T16:30:00+01:00","31","31.4","26","3","0","1","1","0"
