DateTime,vehicle_count_per_hour,average_speed_per_hour,PH Bool,Day,Time,datetimeEpoch,temp,feelslike,humidity,dew,precip,precipprob,windgust,windspeed,winddir,pressure,visibility,cloudcover,solarradiation,solarenergy,uvindex,conditions
01/08/2023 00:00,78,77,0,01/08/2023,00:00:00,1690840800,26.9,29.2,74.82,22.1,0,0,25.9,25.9,310,1010.9,16.6,0,,,,Clear
01/08/2023 01:00,54,85,0,01/08/2023,01:00:00,1690844400,26.8,28.9,74.11,21.8,0,0,20.5,19.5,330,1010.7,14.1,0,,,,Clear
01/08/2023 02:00,44,82,0,01/08/2023,02:00:00,1690848000,26.9,29.5,78.29,22.8,0,0,20.5,20.5,345,1010.1,14.1,0,,,,Clear
01/08/2023 03:00,42,79,0,01/08/2023,03:00:00,1690851600,26.1,26.1,76,21.5,0,0,18.4,17.4,335,1009.9,17.1,0,,,,Clear
01/08/2023 04:00,56,82,0,01/08/2023,04:00:00,1690855200,25.6,25.6,75.55,20.9,0,0,14.8,13.9,320,1009.9,18.7,0,,,,Clear
01/08/2023 05:00,124,79,0,01/08/2023,05:00:00,1690858800,24.9,24.9,79.23,21.1,0,0,13,13.8,320,1010,19.7,0,,,,Clear
01/08/2023 06:00,169,82,0,01/08/2023,06:00:00,1690862400,25.2,25.2,79.02,21.3,0,0,13,13,335,1010,19.2,0,,,,Clear
01/08/2023 07:00,111,81,0,01/08/2023,07:00:00,1690866000,25.3,25.3,78.6,21.3,0,0,11.2,10.4,320,1010.2,18.6,0,,,,Clear
01/08/2023 08:00,132,78,0,01/08/2023,08:00:00,1690869600,27.9,30.2,67.43,21.4,0,0,18.7,14.8,325,1010.2,19.7,30,,,,Partially cloudy
01/08/2023 09:00,148,75,0,01/08/2023,09:00:00,1690873200,29.3,31.5,59.83,20.7,0,0,23.4,13.9,325,1010.8,22.8,0,,,,Clear
01/08/2023 10:00,135,75,0,01/08/2023,10:00:00,1690876800,30.5,32.7,55.19,20.5,0,0,14.8,13,320,1010.8,22.8,30,,,,Partially cloudy
01/08/2023 11:00,135,77,0,01/08/2023,11:00:00,1690880400,31.5,34,52.62,20.6,0,0,13,12,360,1010.8,20.2,30,,,,Partially cloudy
01/08/2023 12:00,137,79,0,01/08/2023,12:00:00,1690884000,32.6,36,51.61,21.4,0,0,13,12,335,1010.7,17.7,30,,,,Partially cloudy
01/08/2023 13:00,167,79,0,01/08/2023,13:00:00,1690887600,33.1,35.5,46.41,20.1,0,0,25.9,16.6,320,1010.6,20.2,30,,,,Partially cloudy
01/08/2023 14:00,499,77,0,01/08/2023,14:00:00,1690891200,32.9,34.5,43.35,18.8,0,0,16.6,16.6,300,1009.9,17.7,30,,,,Partially cloudy
01/08/2023 15:00,535,76,0,01/08/2023,15:00:00,1690894800,32.6,34.3,45.29,19.2,0,0,20.5,22.3,310,1009.8,17.7,30,,,,Partially cloudy
01/08/2023 16:00,566,78,0,01/08/2023,16:00:00,1690898400,31.7,33.8,49.84,19.9,0,0,22.3,22.3,285,1009.8,17.7,30,,,,Partially cloudy
01/08/2023 17:00,658,78,0,01/08/2023,17:00:00,1690902000,30.8,32.7,51.81,19.8,0,0,41,21.4,275,1009.6,17.7,30,,,,Partially cloudy
01/08/2023 18:00,651,78,0,01/08/2023,18:00:00,1690905600,30.7,32,49.58,18.9,0,0,40,19.5,275,1009,17.7,30,,,,Partially cloudy
01/08/2023 19:00,509,77,0,01/08/2023,19:00:00,1690909200,28.9,30.5,57.06,19.6,0,0,36.7,25.9,290,1008.9,15.1,30,,,,Partially cloudy
01/08/2023 20:00,364,77,0,01/08/2023,20:00:00,1690912800,27.6,29.4,65.56,20.6,0,0,22.3,20.3,295,1009.6,20.2,30,,,,Partially cloudy
01/08/2023 21:00,209,77,0,01/08/2023,21:00:00,1690916400,26.1,26.1,73.29,20.9,0,0,28.1,18.6,305,1009.8,19.2,30,,,,Partially cloudy
01/08/2023 22:00,151,79,0,01/08/2023,22:00:00,1690920000,25.9,25.9,74.66,21.1,0,0,23.8,20.5,305,1010.1,17.7,0,,,,Clear
01/08/2023 23:00,152,78,0,01/08/2023,23:00:00,1690923600,25.7,25.7,75.8,21.1,0,0,16.6,15.6,300,1010.2,18.2,0.6,,,,Clear
02/08/2023 00:00,71,83,0,02/08/2023,00:00:00,1690927200,25.1,25.1,83.72,22.1,0,0,18.4,17.4,285,1009.9,16.1,0.3,,,,Clear
02/08/2023 01:00,50,83,0,02/08/2023,01:00:00,1690930800,25.1,25.1,87.87,22.9,0,0,16.6,16.6,280,1009.8,14.6,3.4,,,,Clear
02/08/2023 02:00,29,79,0,02/08/2023,02:00:00,1690934400,25.2,25.2,87.34,22.9,0,0,18.4,19.4,305,1009.7,14.6,30,,,,Partially cloudy
02/08/2023 03:00,41,83,0,02/08/2023,03:00:00,1690938000,25.1,25.1,87.87,22.9,0,0,22.3,21.4,305,1009.2,15.6,34.7,,,,Partially cloudy
02/08/2023 04:00,77,83,0,02/08/2023,04:00:00,1690941600,24.8,24.8,88.39,22.8,0,0,20.5,19.4,320,1009.3,15.1,33.4,,,,Partially cloudy
02/08/2023 05:00,154,78,0,02/08/2023,05:00:00,1690945200,24.2,24.2,87.79,22,0,0,13,13,315,1009.8,16.1,30,,,,Partially cloudy
02/08/2023 06:00,338,83,0,02/08/2023,06:00:00,1690948800,25.1,25.1,81.92,21.8,0,0,31,21.4,350,1009.8,17.7,30,,,,Partially cloudy
02/08/2023 07:00,381,82,0,02/08/2023,07:00:00,1690952400,25.4,25.4,81.44,21.9,0,0,14.8,13.9,340,1010.1,18.2,30,,,,Partially cloudy
02/08/2023 08:00,504,78,0,02/08/2023,08:00:00,1690956000,27.4,29.7,71.92,21.8,0,0,13,13,335,1010.8,19.7,0,,,,Clear
02/08/2023 09:00,676,77,0,02/08/2023,09:00:00,1690959600,28.6,30.8,63.46,20.9,0,0,22.3,13.9,345,1010.9,15.6,1.8,,,,Clear
02/08/2023 10:00,645,75,0,02/08/2023,10:00:00,1690963200,30.1,31.4,51.29,18.9,0,0,14.8,13.8,5,1011.1,22.8,2.7,,,,Clear
02/08/2023 11:00,603,76,0,02/08/2023,11:00:00,1690966800,31.2,31.5,41.79,16.7,0,0,14.8,14.8,20,1011.6,25.3,0,,,,Clear
02/08/2023 12:00,536,77,0,02/08/2023,12:00:00,1690970400,32.3,32.5,38.87,16.5,0,0,11.2,10.3,15,1011.6,22.8,0,,,,Clear
02/08/2023 13:00,516,79,0,02/08/2023,13:00:00,1690974000,32.8,33.7,41.07,17.8,0,0,13,13,35,1011.1,20.2,0,,,,Clear
02/08/2023 14:00,522,81,0,02/08/2023,14:00:00,1690977600,33.9,34.6,36.73,17.1,0,0,13,12.9,350,1010.8,22.8,0,,,,Clear
02/08/2023 15:00,534,80,0,02/08/2023,15:00:00,1690981200,34.7,34.3,30.21,14.7,0,0,20.2,14.8,280,1010.7,25.3,0,,,,Clear
02/08/2023 16:00,511,78,0,02/08/2023,16:00:00,1690984800,32.9,33.3,37.91,16.7,0,0,25.9,16.6,300,1010.8,25.3,0,,,,Clear
02/08/2023 17:00,523,78,0,02/08/2023,17:00:00,1690988400,31.9,33.3,45.49,18.7,0,0,18.4,19.4,305,1010.7,25.3,0,,,,Clear
02/08/2023 18:00,516,81,0,02/08/2023,18:00:00,1690992000,31.4,33.4,50.32,19.9,0,0,16.6,18.5,300,1010.6,25.3,30,,,,Partially cloudy
02/08/2023 19:00,516,78,0,02/08/2023,19:00:00,1690995600,29.1,31.7,62.98,21.3,0,0,32.8,18.6,285,1010.1,20.2,30,,,,Partially cloudy
02/08/2023 20:00,326,78,0,02/08/2023,20:00:00,1690999200,27.9,30.1,66.45,21.1,0,0,18.4,17.5,295,1010,14.1,30,,,,Partially cloudy
02/08/2023 21:00,215,74,0,02/08/2023,21:00:00,1691002800,26.9,28.6,67.65,20.5,0,0,14.8,15.6,290,1010.2,12.6,0,,,,Clear
02/08/2023 22:00,162,77,0,02/08/2023,22:00:00,1691006400,26.1,26.1,72.61,20.8,0,0,7.6,4.5,290,1011.2,12.6,0,,,,Clear
02/08/2023 23:00,120,81,0,02/08/2023,23:00:00,1691010000,26.1,26.1,69.35,20,0,0,3.6,3.6,160,1011.9,12.6,0.9,,,,Clear
03/08/2023 00:00,93,81,0,03/08/2023,00:00:00,1691013600,25.3,25.3,74.56,20.5,0,0,3.6,3.6,230,1011.8,12.6,0.8,,,,Clear
03/08/2023 01:00,58,88,0,03/08/2023,01:00:00,1691017200,25.1,25.1,79.25,21.2,0,0,14,6.5,245,1011.7,12.6,0,,,,Clear
03/08/2023 02:00,29,83,0,03/08/2023,02:00:00,1691020800,25.1,25.1,82.43,21.8,0,0,7.6,7.6,245,1010.9,12.6,0.6,,,,Clear
03/08/2023 03:00,27,83,0,03/08/2023,03:00:00,1691024400,24.9,24.9,80.48,21.4,0,0,7.6,8.4,245,1010.6,12.6,0.9,,,,Clear
03/08/2023 04:00,64,74,0,03/08/2023,04:00:00,1691028000,24.8,24.8,83.44,21.8,0,0,18.4,8.3,280,1010.1,12.6,1.8,,,,Clear
03/08/2023 05:00,165,77,0,03/08/2023,05:00:00,1691031600,24.8,24.8,84.21,21.9,0,0,9.4,8.2,285,1010.1,12.6,1.7,,,,Clear
03/08/2023 06:00,327,83,0,03/08/2023,06:00:00,1691035200,24.2,24.2,88.07,22.1,0,0,18.4,5.7,260,1010.2,12.5,30,,,,Partially cloudy
03/08/2023 07:00,499,80,0,03/08/2023,07:00:00,1691038800,25.4,25.4,87.35,23.1,0,0,5.4,4.5,245,1010.9,12.6,30,,,,Partially cloudy
03/08/2023 08:00,529,77,0,03/08/2023,08:00:00,1691042400,27.4,30.3,78.1,23.2,0,0,20.2,5.6,280,1011.1,11.5,30,,,,Partially cloudy
03/08/2023 09:00,718,76,0,03/08/2023,09:00:00,1691046000,29.5,32.6,64.05,21.9,0,0,7.6,6.5,290,1011.1,15.1,30,,,,Partially cloudy
03/08/2023 10:00,786,73,0,03/08/2023,10:00:00,1691049600,30.2,33.8,62.71,22.3,0,0,23.4,13,240,1011.1,20.2,30,,,,Partially cloudy
03/08/2023 11:00,665,75,0,03/08/2023,11:00:00,1691053200,31.4,33.3,50.42,19.8,0,0,25.6,13,260,1011.8,22.8,30,,,,Partially cloudy
03/08/2023 12:00,517,75,0,03/08/2023,12:00:00,1691056800,31.8,34.1,50.66,20.3,0,0,14.8,14.8,230,1011.8,22.8,30,,,,Partially cloudy
03/08/2023 13:00,578,81,0,03/08/2023,13:00:00,1691060400,31.9,34,48.82,19.8,0,0,25.6,19.4,235,1011.7,22.8,29,,,,Partially cloudy
03/08/2023 14:00,538,79,0,03/08/2023,14:00:00,1691064000,31.8,33.2,45.99,18.8,0,0,20.2,21.4,230,1011.6,22.8,30,,,,Partially cloudy
03/08/2023 15:00,570,77,0,03/08/2023,15:00:00,1691067600,31.8,34.2,50.67,20.4,0,0,20.5,21.4,240,1011,27.9,30,,,,Partially cloudy
03/08/2023 16:00,581,79,0,03/08/2023,16:00:00,1691071200,31.3,33.3,50.89,19.9,0,0,26.3,20.4,235,1010.9,27.9,30,,,,Partially cloudy
03/08/2023 17:00,676,80,0,03/08/2023,17:00:00,1691074800,32.2,33.2,43.1,18.1,0,0,18.4,16.5,250,1010.8,30.4,0,,,,Clear
03/08/2023 18:00,572,80,0,03/08/2023,18:00:00,1691078400,31.6,33.1,47.53,19.1,0,0,16.6,16.6,260,1010.6,22.8,0,,,,Clear
03/08/2023 19:00,610,79,0,03/08/2023,19:00:00,1691082000,29.9,32.4,58.2,20.8,0,0,16.6,14.7,240,1010.6,25.3,0,,,,Clear
03/08/2023 20:00,421,78,0,03/08/2023,20:00:00,1691085600,28.9,30.8,58.89,20.1,0,0,11.2,11.2,260,1010.6,30.4,5.1,,,,Clear
03/08/2023 21:00,252,78,0,03/08/2023,21:00:00,1691089200,27.8,29.5,63.69,20.3,0,0,5.4,2.7,330,1010.8,30.4,3.2,,,,Clear
03/08/2023 22:00,165,75,0,03/08/2023,22:00:00,1691092800,27.8,30.6,72.77,22.5,0,0,7.2,9.4,85,1011,25.3,0,,,,Clear
03/08/2023 23:00,149,76,0,03/08/2023,23:00:00,1691096400,27.1,29.4,75.31,22.3,0,0,7.6,7.6,100,1011.1,25.3,0,,,,Clear
04/08/2023 00:00,83,80,0,04/08/2023,00:00:00,1691100000,26.1,26.1,84.88,23.4,0,0,11.2,10.2,135,1011.1,20.2,0,,,,Clear
04/08/2023 01:00,39,77,0,04/08/2023,01:00:00,1691103600,25.8,25.8,85.9,23.3,0,0,9.4,9.4,135,1010.9,20.2,0,,,,Clear
04/08/2023 02:00,37,78,0,04/08/2023,02:00:00,1691107200,25.9,25.9,87.94,23.8,0,0,9.4,8.5,170,1010.7,11,30,,,,Partially cloudy
04/08/2023 03:00,42,81,0,04/08/2023,03:00:00,1691110800,25.8,25.8,88.75,23.8,0,0,7.6,8.4,175,1010.1,11,0,,,,Clear
04/08/2023 04:00,62,81,0,04/08/2023,04:00:00,1691114400,25.8,25.8,90.12,24.1,0,0,7.6,7.6,200,1010.1,11,0,,,,Clear
04/08/2023 05:00,158,75,0,04/08/2023,05:00:00,1691118000,25.8,25.8,88.95,23.8,0,0,8.6,8.5,211,1010,11,0,,,,Clear
04/08/2023 06:00,319,83,0,04/08/2023,06:00:00,1691121600,25.1,25.1,89.24,23.2,0,0,7.6,6.5,220,1010.1,11,3.3,,,,Clear
04/08/2023 07:00,461,81,0,04/08/2023,07:00:00,1691125200,25.6,25.6,87.64,23.4,0,0,8.6,2.7,210,1010.3,14.6,0.8,,,,Clear
04/08/2023 08:00,586,80,0,04/08/2023,08:00:00,1691128800,27.6,31.2,81.22,24,0,0,13,9.4,210,1010.8,20.2,0,,,,Clear
04/08/2023 09:00,787,76,0,04/08/2023,09:00:00,1691132400,29.1,33.5,72.68,23.7,0,0,17.3,12.1,220,1010.9,25.3,0,,,,Clear
04/08/2023 10:00,694,76,0,04/08/2023,10:00:00,1691136000,30.3,34.2,63.44,22.6,0,0,9.4,9.4,215,1010.9,25.3,30,,,,Partially cloudy
04/08/2023 11:00,659,75,0,04/08/2023,11:00:00,1691139600,31.9,35.5,55.04,21.8,0,0,22.3,9.4,200,1010.7,22.8,30,,,,Partially cloudy
04/08/2023 12:00,558,77,0,04/08/2023,12:00:00,1691143200,31.8,34.2,50.61,20.3,0,0,25.2,13.9,210,1010.7,25.3,30,,,,Partially cloudy
04/08/2023 13:00,591,80,0,04/08/2023,13:00:00,1691146800,32.5,34.5,46.98,19.7,0,0,14.8,14.8,215,1009.9,25.3,30,,,,Partially cloudy
04/08/2023 14:00,634,80,0,04/08/2023,14:00:00,1691150400,32.1,35.3,53.12,21.4,0,0,14.8,13.8,210,1009.8,22.8,30,,,,Partially cloudy
04/08/2023 15:00,684,80,0,04/08/2023,15:00:00,1691154000,32.4,34.3,46.95,19.6,0,0,14.8,15.6,190,1009.6,25.3,30,,,,Partially cloudy
04/08/2023 16:00,829,78,0,04/08/2023,16:00:00,1691157600,32.9,34.4,42.94,18.7,0,0,25.2,15.7,185,1008.9,20.2,0,,,,Clear
04/08/2023 17:00,854,77,0,04/08/2023,17:00:00,1691161200,32.6,35.3,49.36,20.6,0,0,13,13,180,1008.7,27.9,0,,,,Clear
04/08/2023 18:00,953,76,0,04/08/2023,18:00:00,1691164800,31.2,34.6,57.78,21.9,0,0,14.8,14.8,170,1008.1,45,0,,,,Clear
04/08/2023 19:00,810,75,0,04/08/2023,19:00:00,1691168400,30.1,34.5,67.4,23.4,0,0,14.8,13,180,1008.2,40,0,,,,Clear
04/08/2023 20:00,630,75,0,04/08/2023,20:00:00,1691172000,28.4,32.8,78.97,24.4,0,0,14.8,14.8,160,1007.9,24,0,,,,Clear
04/08/2023 21:00,358,75,0,04/08/2023,21:00:00,1691175600,27.9,32.6,84.29,25.1,0,0,14.8,14.8,160,1007.9,20.2,30.4,,,,Partially cloudy
04/08/2023 22:00,234,78,0,04/08/2023,22:00:00,1691179200,27.7,32.1,85.56,25.1,0,0,7.6,3.6,250,1008.9,17.7,57.3,,,,Partially cloudy
04/08/2023 23:00,202,80,0,04/08/2023,23:00:00,1691182800,27.8,31.6,78.9,23.8,0,0,13,12,300,1009.9,20.2,30,,,,Partially cloudy
05/08/2023 00:00,133,79,0,05/08/2023,00:00:00,1691186400,27.3,30.9,84.48,24.5,0,0,16.6,16,315,1010.2,19.2,30,,,,Partially cloudy
05/08/2023 01:00,91,81,0,05/08/2023,01:00:00,1691190000,27.1,29.8,79.03,23.1,0,0,19.8,26,330,1009.9,22.8,30,,,,Partially cloudy
05/08/2023 02:00,58,82,0,05/08/2023,02:00:00,1691193600,25.8,25.8,77.39,21.5,0,0,29.5,29.6,325,1009.9,14.6,50,,,,Partially cloudy
05/08/2023 03:00,54,79,0,05/08/2023,03:00:00,1691197200,25.9,25.9,64.72,18.8,0,0,37.4,37.2,330,1009.9,17.7,19,,,,Clear
05/08/2023 04:00,63,77,0,05/08/2023,04:00:00,1691200800,24.9,24.9,66.19,18.2,0,0,40.7,36.2,330,1009.9,17.1,0,,,,Clear
05/08/2023 05:00,137,79,0,05/08/2023,05:00:00,1691204400,23.8,23.8,65.75,17.1,0,0,40.7,40.6,330,1009.8,14.6,32,,,,Partially cloudy
05/08/2023 06:00,326,80,0,05/08/2023,06:00:00,1691208000,23.2,23.2,71.86,17.8,0,0,33.5,31.7,330,1009.8,20.2,44.9,,,,Partially cloudy
05/08/2023 07:00,425,81,0,05/08/2023,07:00:00,1691211600,23.3,23.3,71.88,17.9,0,0,31.7,30.6,330,1009.9,20.2,30,,,,Partially cloudy
05/08/2023 08:00,539,77,0,05/08/2023,08:00:00,1691215200,25.2,25.2,61.21,17.2,0,0,50,32.5,325,1010.3,14.1,30,,,,Partially cloudy
05/08/2023 09:00,727,75,0,05/08/2023,09:00:00,1691218800,26.1,26.1,59.47,17.6,0,0,54.7,39.8,320,1010.7,14.1,30,,,,Partially cloudy
05/08/2023 10:00,782,74,0,05/08/2023,10:00:00,1691222400,26.4,26.4,54.99,16.6,0,0,44.6,42.6,325,1011.1,14.1,30,,,,Partially cloudy
05/08/2023 11:00,756,75,0,05/08/2023,11:00:00,1691226000,27.4,27.9,52.18,16.7,0,0,42.5,41.6,315,1011.1,15.1,30,,,,Partially cloudy
05/08/2023 12:00,640,76,0,05/08/2023,12:00:00,1691229600,28.2,28.2,44.86,15.1,0,0,44.6,43.5,315,1011.1,15.1,30,,,,Partially cloudy
05/08/2023 13:00,670,77,0,05/08/2023,13:00:00,1691233200,28.8,28.9,45.02,15.7,0,0,57.2,39.8,305,1010.8,15.1,30,,,,Partially cloudy
05/08/2023 14:00,686,76,0,05/08/2023,14:00:00,1691236800,28.8,28.9,45.76,15.9,0,0,63.7,43.6,305,1010.9,15.1,30,,,,Partially cloudy
05/08/2023 15:00,618,76,0,05/08/2023,15:00:00,1691240400,28.2,28.3,45.46,15.3,0,0,63.7,44.5,310,1010.9,15.1,30,,,,Partially cloudy
05/08/2023 16:00,588,77,0,05/08/2023,16:00:00,1691244000,27.8,28.1,47.33,15.6,0,0,64.1,46.5,305,1010.9,15.1,30,,,,Partially cloudy
05/08/2023 17:00,574,75,0,05/08/2023,17:00:00,1691247600,27.6,27.8,47.89,15.6,0,0,64.8,46.4,310,1010.7,15.1,30,,,,Partially cloudy
05/08/2023 18:00,535,76,0,05/08/2023,18:00:00,1691251200,26.5,26.5,48.65,14.8,0,0,64.1,50,315,1010.8,15.1,30,,,,Partially cloudy
05/08/2023 19:00,560,78,0,05/08/2023,19:00:00,1691254800,25.5,25.5,53.16,15.3,0,0,48.2,46.4,315,1010.7,14.1,30,,,,Partially cloudy
05/08/2023 20:00,358,75,0,05/08/2023,20:00:00,1691258400,24.7,24.7,57.88,15.8,0,0,54.7,45.6,315,1010.8,15.1,30,,,,Partially cloudy
05/08/2023 21:00,177,73,0,05/08/2023,21:00:00,1691262000,23.9,23.9,60.92,15.9,0,0,54.7,51.8,310,1010.9,14.1,30,,,,Partially cloudy
05/08/2023 22:00,213,73,0,05/08/2023,22:00:00,1691265600,23.8,23.8,64.27,16.7,0,0,40.7,38.9,310,1011.5,14.1,16,,,,Clear
05/08/2023 23:00,207,82,0,05/08/2023,23:00:00,1691269200,23.2,23.2,67.9,16.9,0,0,37.1,36.1,310,1012,14.1,20.3,,,,Partially cloudy
06/08/2023 00:00,159,77,0,06/08/2023,00:00:00,1691272800,23.1,23.1,67.66,16.8,0,0,37.1,35.2,315,1012.1,13.6,21,,,,Partially cloudy
06/08/2023 01:00,66,81,0,06/08/2023,01:00:00,1691276400,23.1,23.1,67.23,16.7,0,0,47.2,28,315,1012.1,14.1,30,,,,Partially cloudy
06/08/2023 02:00,63,75,0,06/08/2023,02:00:00,1691280000,23.1,23.1,68.09,16.8,0,0,22.3,20.3,310,1012.1,12.6,30,,,,Partially cloudy
06/08/2023 03:00,51,83,0,06/08/2023,03:00:00,1691283600,22.9,22.9,68.51,16.8,0,0,44.6,28.6,310,1011.9,13.6,30,,,,Partially cloudy
06/08/2023 04:00,58,80,0,06/08/2023,04:00:00,1691287200,22.8,22.8,68.72,16.8,0,0,46.8,25,320,1011.9,14.6,30,,,,Partially cloudy
06/08/2023 05:00,81,76,0,06/08/2023,05:00:00,1691290800,22.8,22.8,68.48,16.7,0,0,24.1,25,315,1011.9,15.1,30,,,,Partially cloudy
06/08/2023 06:00,198,78,0,06/08/2023,06:00:00,1691294400,22.8,22.8,65.11,15.9,0,0,42.1,26,315,1012.2,15.6,30,,,,Partially cloudy
06/08/2023 07:00,302,81,0,06/08/2023,07:00:00,1691298000,22.9,22.9,64.29,15.8,0,0,22.3,22.3,315,1012.9,15.6,30,,,,Partially cloudy
06/08/2023 08:00,229,80,0,06/08/2023,08:00:00,1691301600,24.8,24.8,58.11,16,0,0,41.8,26.8,315,1013.1,16.6,30,,,,Partially cloudy
06/08/2023 09:00,272,75,0,06/08/2023,09:00:00,1691305200,25.2,25.2,57.07,16.1,0,0,53.3,31.6,305,1013.2,17.7,30,,,,Partially cloudy
06/08/2023 10:00,277,71,0,06/08/2023,10:00:00,1691308800,26.1,26.1,56.73,16.8,0,0,56.2,36.2,305,1013.2,15.1,30,,,,Partially cloudy
06/08/2023 11:00,205,67,0,06/08/2023,11:00:00,1691312400,26.9,27.5,52.66,16.5,0,0,38.9,39.8,305,1013.1,17.1,30,,,,Partially cloudy
06/08/2023 12:00,159,71,0,06/08/2023,12:00:00,1691316000,27.2,27.8,53.17,16.8,0,0,58.3,40.7,310,1013.1,16.6,30,,,,Partially cloudy
06/08/2023 13:00,244,72,0,06/08/2023,13:00:00,1691319600,27.7,28.3,52.51,17.1,0,0,40.7,40.7,310,1013.1,17.1,30,,,,Partially cloudy
06/08/2023 14:00,212,74,0,06/08/2023,14:00:00,1691323200,28,28.8,53.38,17.7,0,0,40.7,41.6,310,1012.9,14.1,30,,,,Partially cloudy
06/08/2023 15:00,184,73,0,06/08/2023,15:00:00,1691326800,27.8,28.5,52.38,17.2,0,0,55.1,43.6,310,1012.7,15.1,30,,,,Partially cloudy
06/08/2023 16:00,174,73,0,06/08/2023,16:00:00,1691330400,27.7,28.5,54.51,17.7,0,0,53.6,38,300,1012.7,18.2,30,,,,Partially cloudy
06/08/2023 17:00,151,71,0,06/08/2023,17:00:00,1691334000,27.1,27.9,57.15,17.8,0,0,53.3,40.7,305,1012.6,14.1,30,,,,Partially cloudy
06/08/2023 18:00,138,70,0,06/08/2023,18:00:00,1691337600,26.7,27.7,59.69,18.2,0,0,38.9,38,305,1012.7,12.6,30,,,,Partially cloudy
06/08/2023 19:00,133,74,0,06/08/2023,19:00:00,1691341200,25.2,25.2,65.19,18.2,0,0,37.1,36.2,305,1012.2,12.6,30,,,,Partially cloudy
06/08/2023 20:00,109,73,0,06/08/2023,20:00:00,1691344800,24.7,24.7,65.08,17.7,0,0,45.4,30.7,300,1012.3,12.6,30,,,,Partially cloudy
06/08/2023 21:00,139,76,0,06/08/2023,21:00:00,1691348400,24.1,24.1,65.38,17.2,0,0,45.4,32.5,300,1012.9,12.6,27.1,,,,Partially cloudy
06/08/2023 22:00,118,70,0,06/08/2023,22:00:00,1691352000,23.9,23.9,69.82,18.1,0,0,29.5,26.8,305,1013,12.6,0.3,,,,Clear
06/08/2023 23:00,112,78,0,06/08/2023,23:00:00,1691355600,23.9,23.9,65.98,17.2,0,0,42.1,29.8,315,1013,12.6,0,,,,Clear
07/08/2023 00:00,78,78,0,07/08/2023,00:00:00,1691359200,24,24,64.11,16.8,0,0,33.5,31.7,310,1013,12.6,0,,,,Clear
07/08/2023 01:00,53,75,0,07/08/2023,01:00:00,1691362800,23.9,23.9,58.08,15.2,0,0,33.5,32.6,310,1012.9,12.6,0,,,,Clear
07/08/2023 02:00,47,81,0,07/08/2023,02:00:00,1691366400,23.7,23.7,57.08,14.7,0,0,29.5,30.6,320,1012.8,12.6,0,,,,Clear
07/08/2023 03:00,43,77,0,07/08/2023,03:00:00,1691370000,23.1,23.1,60.73,15.1,0,0,29.5,30.5,315,1012.8,12.6,0,,,,Clear
07/08/2023 04:00,48,81,0,07/08/2023,04:00:00,1691373600,22.4,22.4,63.32,15.1,0,0,24.1,24.1,320,1012.2,18.2,0,,,,Clear
07/08/2023 05:00,125,80,0,07/08/2023,05:00:00,1691377200,22.5,22.5,59.98,14.3,0,0,24.1,25,310,1012.8,19.2,0,,,,Clear
07/08/2023 06:00,185,81,0,07/08/2023,06:00:00,1691380800,22.4,22.4,67.51,16,0,0,20.5,19.4,305,1012.9,16.6,0,,,,Clear
07/08/2023 07:00,149,82,0,07/08/2023,07:00:00,1691384400,23.2,23.2,63.3,15.8,0,0,22.3,22.1,310,1013.1,16.6,0,,,,Clear
07/08/2023 08:00,127,77,0,07/08/2023,08:00:00,1691388000,24.9,24.9,60.76,16.8,0,0,41.4,25.9,305,1013.2,17.1,0,,,,Clear
07/08/2023 09:00,156,74,0,07/08/2023,09:00:00,1691391600,25.5,25.5,60.29,17.2,0,0,31.7,32.3,310,1013.8,16.6,30,,,,Partially cloudy
07/08/2023 10:00,136,78,0,07/08/2023,10:00:00,1691395200,26.3,26.3,50.97,15.4,0,0,50.8,33.5,305,1013.9,17.7,2.2,,,,Clear
07/08/2023 11:00,116,69,0,07/08/2023,11:00:00,1691398800,27.2,27.6,49.89,15.8,0,0,52.6,38,305,1014.2,16.6,2.4,,,,Clear
07/08/2023 12:00,150,76,0,07/08/2023,12:00:00,1691402400,27.1,27.6,51.35,16.2,0,0,38.9,38.8,305,1014.1,15.1,4,,,,Clear
07/08/2023 13:00,157,80,0,07/08/2023,13:00:00,1691406000,27.7,28,48.48,15.8,0,0,54.4,41.6,305,1013.9,15.1,30,,,,Partially cloudy
07/08/2023 14:00,141,84,0,07/08/2023,14:00:00,1691409600,27.1,27.5,49.44,15.6,0,0,42.5,42.6,305,1013.8,16.6,30,,,,Partially cloudy
07/08/2023 15:00,173,77,0,07/08/2023,15:00:00,1691413200,27.1,27.6,51.5,16.2,0,0,42.5,40.7,305,1013,16.1,30,,,,Partially cloudy
07/08/2023 16:00,148,76,0,07/08/2023,16:00:00,1691416800,28.1,28.3,48.1,16.1,0,0,62.6,40.7,310,1013,10,30,,,,Partially cloudy
07/08/2023 17:00,103,83,0,07/08/2023,17:00:00,1691420400,26.4,26.4,52.81,16,0,0,63,34.6,300.5,1013,,0,,,,Clear
07/08/2023 18:00,156,81,0,07/08/2023,18:00:00,1691424000,25.7,25.7,55.75,16.2,0,0,62.6,33.1,303,1013,,0,,,,Clear
07/08/2023 19:00,141,80,0,07/08/2023,19:00:00,1691427600,25.1,25.1,58.54,16.4,0,0,38.9,40.6,300,1013.2,15.6,0,,,,Clear
